,Teamname,Tournament,Username
1643,Minnesota Wind Chill,AUDL 2015,Johnso R
1644,Minnesota Wind Chill,AUDL 2015,Jordan M
1645,Minnesota Wind Chill,AUDL 2017,Jordan M
1646,Minnesota Wind Chill,AUDL 2018,Jordan M
1647,Minnesota Wind Chill,AUDL 2018,Jurek C
1648,Minnesota Wind Chill,AUDL 2018,Kautz J
1649,Minnesota Wind Chill,AUDL 2015,Kittle J
1650,Minnesota Wind Chill,AUDL 2017,Kittle J
1651,Minnesota Wind Chill,AUDL 2018,Kittle J
1652,Minnesota Wind Chill,AUDL 2014,Klane
1653,Minnesota Wind Chill,AUDL 2017,Klane J
1654,Minnesota Wind Chill,AUDL 2018,Klane J
1655,Minnesota Wind Chill,AUDL 2016,Kline
1656,Minnesota Wind Chill,AUDL 2018,Ladas N
1657,Minnesota Wind Chill,AUDL 2016,Latham
1658,Minnesota Wind Chill,AUDL 2017,Latham T
1659,Minnesota Wind Chill,AUDL 2016,Lee
1660,Minnesota Wind Chill,AUDL 2015,Lee A
1661,Minnesota Wind Chill,AUDL 2017,Lee A
1662,Minnesota Wind Chill,AUDL 2018,Leonar I
1663,Minnesota Wind Chill,AUDL 2014,Lien
1664,Minnesota Wind Chill,AUDL 2015,Lien A
1665,Minnesota Wind Chill,AUDL 2017,Lien A
1666,Minnesota Wind Chill,AUDL 2015,Lien J
1667,Minnesota Wind Chill,AUDL 2017,Lien J
1668,Minnesota Wind Chill,AUDL 2014,Lo Weiss
1669,Minnesota Wind Chill,AUDL 2017,Loko J
1670,Minnesota Wind Chill,AUDL 2016,Lou A
1671,Minnesota Wind Chill,AUDL 2016,Luis C
1672,Minnesota Wind Chill,AUDL 2016,M Jordan
1673,Minnesota Wind Chill,AUDL 2014,Matis
1674,Minnesota Wind Chill,AUDL 2016,Matis
1675,Minnesota Wind Chill,AUDL 2015,Matis B
1676,Minnesota Wind Chill,AUDL 2017,Matis B
1677,Minnesota Wind Chill,AUDL 2018,Matis B
1678,Minnesota Wind Chill,AUDL 2016,Matt B
1679,Minnesota Wind Chill,AUDL 2018,McCart M
1680,Minnesota Wind Chill,AUDL 2017,McCutc C
1681,Minnesota Wind Chill,AUDL 2018,McCutc C
1682,Minnesota Wind Chill,AUDL 2018,Mekler W
1683,Minnesota Wind Chill,AUDL 2015,Merie Z
1684,Minnesota Wind Chill,AUDL 2016,Merwin
1685,Minnesota Wind Chill,AUDL 2014,Miesen
1686,Minnesota Wind Chill,AUDL 2014,Miller
1687,Minnesota Wind Chill,AUDL 2016,Morton
1688,Minnesota Wind Chill,AUDL 2016,N Heid
1689,Minnesota Wind Chill,AUDL 2016,Newlin
1690,Minnesota Wind Chill,AUDL 2015,Newlin S
1691,Minnesota Wind Chill,AUDL 2014,Niles
1692,Minnesota Wind Chill,AUDL 2015,Niles P
1693,Minnesota Wind Chill,AUDL 2017,Osgar R
1694,Minnesota Wind Chill,AUDL 2018,Osgar R
1695,Minnesota Wind Chill,AUDL 2018,Pangbu G
1696,Minnesota Wind Chill,AUDL 2017,Pangburn
1697,Minnesota Wind Chill,AUDL 2015,Peters M
1698,Minnesota Wind Chill,AUDL 2014,Petersen
1699,Minnesota Wind Chill,AUDL 2014,Pisansky
1700,Minnesota Wind Chill,AUDL 2014,Pokey
1701,Minnesota Wind Chill,AUDL 2015,Polett T
1702,Minnesota Wind Chill,AUDL 2017,Polett T
1703,Minnesota Wind Chill,AUDL 2018,Polett T
1704,Minnesota Wind Chill,AUDL 2016,Raasch
1705,Minnesota Wind Chill,AUDL 2015,Rasmus E
1706,Minnesota Wind Chill,AUDL 2017,Rasmus E
1707,Minnesota Wind Chill,AUDL 2016,Reis
1708,Minnesota Wind Chill,AUDL 2015,Reis S
1709,Minnesota Wind Chill,AUDL 2014,Rob J.
1710,Minnesota Wind Chill,AUDL 2015,Rooffe D
1711,Minnesota Wind Chill,AUDL 2017,Rooffe D
1712,Minnesota Wind Chill,AUDL 2015,Schmit P
1713,Minnesota Wind Chill,AUDL 2015,Schoen B
1714,Minnesota Wind Chill,AUDL 2017,Schoen B
1715,Minnesota Wind Chill,AUDL 2017,Schuwe C
1716,Minnesota Wind Chill,AUDL 2014,Seiler
1717,Minnesota Wind Chill,AUDL 2014,Shane H.
1718,Minnesota Wind Chill,AUDL 2015,Shirle D
1719,Minnesota Wind Chill,AUDL 2017,Shirle D
1720,Minnesota Wind Chill,AUDL 2014,Shirley
1721,Minnesota Wind Chill,AUDL 2016,Shirley
1722,Minnesota Wind Chill,AUDL 2015,Shramk L
1723,Minnesota Wind Chill,AUDL 2017,Shramk L
1724,Minnesota Wind Chill,AUDL 2016,Shramko
1725,Minnesota Wind Chill,AUDL 2014,Shwa
1726,Minnesota Wind Chill,AUDL 2018,Simone J
1727,Minnesota Wind Chill,AUDL 2017,Simone N
1728,Minnesota Wind Chill,AUDL 2014,Simonell
1729,Minnesota Wind Chill,AUDL 2014,Staron
1730,Minnesota Wind Chill,AUDL 2014,Strings
1731,Minnesota Wind Chill,AUDL 2016,Strings
1732,Minnesota Wind Chill,AUDL 2015,Sulliv B
1733,Minnesota Wind Chill,AUDL 2017,Sulliv B
1734,Minnesota Wind Chill,AUDL 2016,Sullivan
1735,Minnesota Wind Chill,AUDL 2016,T Grund
1736,Minnesota Wind Chill,AUDL 2016,T Meyer
1737,Minnesota Wind Chill,AUDL 2018,Taylor J
1738,Minnesota Wind Chill,AUDL 2018,Taylor T
1739,Minnesota Wind Chill,AUDL 2014,Timmy
1740,Minnesota Wind Chill,AUDL 2016,Tristan
1741,Minnesota Wind Chill,AUDL 2018,Trotte E
1742,Minnesota Wind Chill,AUDL 2017,Tschid J
1743,Minnesota Wind Chill,AUDL 2018,Tschid J
1744,Minnesota Wind Chill,AUDL 2016,Tschida
1745,Minnesota Wind Chill,AUDL 2015,VanKan J
1746,Minnesota Wind Chill,AUDL 2018,Vogt
1747,Minnesota Wind Chill,AUDL 2018,Vohnou B
1748,Minnesota Wind Chill,AUDL 2017,Vohnto B
1749,Minnesota Wind Chill,AUDL 2018,Wallin C
1750,Minnesota Wind Chill,AUDL 2018,Weinbe C
1751,Minnesota Wind Chill,AUDL 2017,Weiss L
1752,Minnesota Wind Chill,AUDL 2014,Wenzel
1753,Minnesota Wind Chill,AUDL 2016,Wolle
1754,Minnesota Wind Chill,AUDL 2015,Wolle C
1755,Minnesota Wind Chill,AUDL 2017,Wolle C
1756,Minnesota Wind Chill,AUDL 2018,Wood C
1757,Minnesota Wind Chill,AUDL 2016,Z. Merie
1758,Montreal Royal,AUDL 2016,A Genest
1759,Montreal Royal,AUDL 2018,Andre
1760,Montreal Royal,AUDL 2016,André A
1761,Montreal Royal,AUDL 2014,AntoineG
1762,Montreal Royal,AUDL 2015,AntoineG
1763,Montreal Royal,AUDL 2015,AntoineL
1764,Montreal Royal,AUDL 2017,Arsenaul
1765,Montreal Royal,AUDL 2015,Arsene A
1766,Montreal Royal,AUDL 2015,Aubut
1767,Montreal Royal,AUDL 2015,Aubut C
1768,Montreal Royal,AUDL 2017,Auger M
1769,Montreal Royal,AUDL 2017,AugerSem
1770,Montreal Royal,AUDL 2016,Ayotte
1771,Montreal Royal,AUDL 2015,Bago
1772,Montreal Royal,AUDL 2016,Bariteau
1773,Montreal Royal,AUDL 2018,Big Mike
1774,Montreal Royal,AUDL 2018,Bisson
1775,Montreal Royal,AUDL 2017,Bonnaud
1776,Montreal Royal,AUDL 2017,Bonneau
1777,Montreal Royal,AUDL 2016,Breton
1778,Montreal Royal,AUDL 2018,Breton
1779,Montreal Royal,AUDL 2017,Breton F
1780,Montreal Royal,AUDL 2016,Brochu
1781,Montreal Royal,AUDL 2014,BrunoD
1782,Montreal Royal,AUDL 2018,Burden
1783,Montreal Royal,AUDL 2016,Cabot
1784,Montreal Royal,AUDL 2018,Cabot
1785,Montreal Royal,AUDL 2018,Ceballos
1786,Montreal Royal,AUDL 2015,Ced A. B
1787,Montreal Royal,AUDL 2014,CedricA
1788,Montreal Royal,AUDL 2018,Chaouch
1789,Montreal Royal,AUDL 2018,Charette
1790,Montreal Royal,AUDL 2014,CharlesB
1791,Montreal Royal,AUDL 2015,CharlesB
1792,Montreal Royal,AUDL 2015,Chris M
1793,Montreal Royal,AUDL 2014,ChrisM
1794,Montreal Royal,AUDL 2014,ChuckC
1795,Montreal Royal,AUDL 2017,Daigle F
1796,Montreal Royal,AUDL 2017,Danduran
1797,Montreal Royal,AUDL 2016,Dano
1798,Montreal Royal,AUDL 2015,Eric S
1799,Montreal Royal,AUDL 2014,EricD
1800,Montreal Royal,AUDL 2014,EricS
1801,Montreal Royal,AUDL 2014,EricSt
1802,Montreal Royal,AUDL 2015,F-X H
1803,Montreal Royal,AUDL 2018,Faber
1804,Montreal Royal,AUDL 2015,Felix D
1805,Montreal Royal,AUDL 2016,Felix D
1806,Montreal Royal,AUDL 2014,FelixD
1807,Montreal Royal,AUDL 2016,Ferraro
1808,Montreal Royal,AUDL 2017,Ferraro
1809,Montreal Royal,AUDL 2017,Foster C
1810,Montreal Royal,AUDL 2014,FrancisV
1811,Montreal Royal,AUDL 2015,Frank M
1812,Montreal Royal,AUDL 2014,FrankV
1813,Montreal Royal,AUDL 2015,Fred P
1814,Montreal Royal,AUDL 2016,Fred P
1815,Montreal Royal,AUDL 2014,FredB
1816,Montreal Royal,AUDL 2014,Fx
1817,Montreal Royal,AUDL 2014,FxH
1818,Montreal Royal,AUDL 2015,Gab M
1819,Montreal Royal,AUDL 2014,GabrielM
1820,Montreal Royal,AUDL 2018,Gamache
1821,Montreal Royal,AUDL 2018,Genest
1822,Montreal Royal,AUDL 2017,Genest A
1823,Montreal Royal,AUDL 2017,Genest J
1824,Montreal Royal,AUDL 2016,Goderre
1825,Montreal Royal,AUDL 2017,Goderre
1826,Montreal Royal,AUDL 2018,Goderre
1827,Montreal Royal,AUDL 2015,GregM
1828,Montreal Royal,AUDL 2018,Groulx
1829,Montreal Royal,AUDL 2017,Groulx K
1830,Montreal Royal,AUDL 2015,Gus C
1831,Montreal Royal,AUDL 2014,GustavoC
1832,Montreal Royal,AUDL 2015,Hendriks
1833,Montreal Royal,AUDL 2018,Hibbert
1834,Montreal Royal,AUDL 2016,Hotte
1835,Montreal Royal,AUDL 2016,J Genest
1836,Montreal Royal,AUDL 2015,J-L C
1837,Montreal Royal,AUDL 2015,J-P R
1838,Montreal Royal,AUDL 2016,JL Champ
1839,Montreal Royal,AUDL 2018,Jean G
1840,Montreal Royal,AUDL 2014,JeanPR
1841,Montreal Royal,AUDL 2014,JeanlC
1842,Montreal Royal,AUDL 2014,JeromeB
1843,Montreal Royal,AUDL 2018,Joncas
1844,Montreal Royal,AUDL 2016,K Groulx
1845,Montreal Royal,AUDL 2017,Katz B
1846,Montreal Royal,AUDL 2015,Kevin Gr
1847,Montreal Royal,AUDL 2015,Kevin Gu
1848,Montreal Royal,AUDL 2014,KevinG
1849,Montreal Royal,AUDL 2018,Krump
1850,Montreal Royal,AUDL 2015,LP
1851,Montreal Royal,AUDL 2016,Lauzon
1852,Montreal Royal,AUDL 2018,Lemieux
1853,Montreal Royal,AUDL 2015,Lepagnol
1854,Montreal Royal,AUDL 2016,Lepagnol
1855,Montreal Royal,AUDL 2017,Limoges
1856,Montreal Royal,AUDL 2018,Malik
1857,Montreal Royal,AUDL 2016,Marceau
1858,Montreal Royal,AUDL 2014,Mark Zim
1859,Montreal Royal,AUDL 2014,MarkZ
1860,Montreal Royal,AUDL 2017,Martinez
1861,Montreal Royal,AUDL 2018,Massi
1862,Montreal Royal,AUDL 2016,Mathieu
1863,Montreal Royal,AUDL 2014,MathieuB
1864,Montreal Royal,AUDL 2015,Max G
1865,Montreal Royal,AUDL 2016,Max Guy
1866,Montreal Royal,AUDL 2014,MaxG
1867,Montreal Royal,AUDL 2014,MaximeG
1868,Montreal Royal,AUDL 2017,Mbae Vog
1869,Montreal Royal,AUDL 2017,McAlear
1870,Montreal Royal,AUDL 2016,Monfette
1871,Montreal Royal,AUDL 2017,Monfette
1872,Montreal Royal,AUDL 2018,Monfette
1873,Montreal Royal,AUDL 2015,Moore
1874,Montreal Royal,AUDL 2018,Nas
1875,Montreal Royal,AUDL 2016,Nasser
1876,Montreal Royal,AUDL 2015,Nathan D
1877,Montreal Royal,AUDL 2016,Nemours
1878,Montreal Royal,AUDL 2017,Nemours
1879,Montreal Royal,AUDL 2015,Nic V
1880,Montreal Royal,AUDL 2014,NicV
1881,Montreal Royal,AUDL 2014,NicolasB
1882,Montreal Royal,AUDL 2014,NicolasV
1883,Montreal Royal,AUDL 2015,Oli S
1884,Montreal Royal,AUDL 2014,OlivierD
1885,Montreal Royal,AUDL 2015,Phil T
1886,Montreal Royal,AUDL 2016,Phil T
1887,Montreal Royal,AUDL 2014,PhilT
1888,Montreal Royal,AUDL 2018,Quentin
1889,Montreal Royal,AUDL 2016,Quinlan
1890,Montreal Royal,AUDL 2017,Quinlan
1891,Montreal Royal,AUDL 2018,Quinlan
1892,Montreal Royal,AUDL 2015,Ray N
1893,Montreal Royal,AUDL 2017,Rick M
1894,Montreal Royal,AUDL 2016,Riopel
1895,Montreal Royal,AUDL 2017,Riopel J
1896,Montreal Royal,AUDL 2017,Saunders
1897,Montreal Royal,AUDL 2018,Saunders
1898,Montreal Royal,AUDL 2014,Shawn
1899,Montreal Royal,AUDL 2015,Shawn S
1900,Montreal Royal,AUDL 2016,Shawn T
1901,Montreal Royal,AUDL 2014,ShawnS
1902,Montreal Royal,AUDL 2015,Simon L
1903,Montreal Royal,AUDL 2016,St-Denis
1904,Montreal Royal,AUDL 2018,Steve
1905,Montreal Royal,AUDL 2017,Taylor J
1906,Montreal Royal,AUDL 2017,Thivierg
1907,Montreal Royal,AUDL 2014,TimT
1908,Montreal Royal,AUDL 2017,TrJoncas
1909,Montreal Royal,AUDL 2018,Vallee
1910,Montreal Royal,AUDL 2017,Vallee F
1911,Montreal Royal,AUDL 2016,Vallée
1912,Montreal Royal,AUDL 2015,Vince H
1913,Montreal Royal,AUDL 2017,Voelpel
1914,Montreal Royal,AUDL 2015,Yoland C
1915,Montreal Royal,AUDL 2014,YolandC
1916,Montreal Royal,AUDL 2014,fredB
1917,Nashville NightWatch,AUDL 2016,A. Hill
1918,Nashville NightWatch,AUDL 2016,AlexHill
1919,Nashville NightWatch,AUDL 2018,Alongi
1920,Nashville NightWatch,AUDL 2017,Andy B
1921,Nashville NightWatch,AUDL 2016,Avello
1922,Nashville NightWatch,AUDL 2018,Avello
1923,Nashville NightWatch,AUDL 2018,Badgett
1924,Nashville NightWatch,AUDL 2016,Balch
1925,Nashville NightWatch,AUDL 2016,Barczak
1926,Nashville NightWatch,AUDL 2016,Barney
1927,Nashville NightWatch,AUDL 2015,Barnha A
1928,Nashville NightWatch,AUDL 2016,Barnhart
1929,Nashville NightWatch,AUDL 2018,Barry
1930,Nashville NightWatch,AUDL 2016,Bates
1931,Nashville NightWatch,AUDL 2015,Bates J
1932,Nashville NightWatch,AUDL 2017,Ben B
1933,Nashville NightWatch,AUDL 2017,Blake W
1934,Nashville NightWatch,AUDL 2018,Bradham
1935,Nashville NightWatch,AUDL 2015,Cain T
1936,Nashville NightWatch,AUDL 2018,Caldwell
1937,Nashville NightWatch,AUDL 2018,Calhoun
1938,Nashville NightWatch,AUDL 2017,Cam S
1939,Nashville NightWatch,AUDL 2018,Cam S.
1940,Nashville NightWatch,AUDL 2017,Cam Snoo
1941,Nashville NightWatch,AUDL 2017,CamSnook
1942,Nashville NightWatch,AUDL 2016,Carden
1943,Nashville NightWatch,AUDL 2017,Carden
1944,Nashville NightWatch,AUDL 2018,Carden
1945,Nashville NightWatch,AUDL 2015,Carden J
1946,Nashville NightWatch,AUDL 2017,Carter R
1947,Nashville NightWatch,AUDL 2017,Chase
1948,Nashville NightWatch,AUDL 2016,Chazin
1949,Nashville NightWatch,AUDL 2015,Chow J
1950,Nashville NightWatch,AUDL 2017,Colin
1951,Nashville NightWatch,AUDL 2016,Conger
1952,Nashville NightWatch,AUDL 2017,Conger
1953,Nashville NightWatch,AUDL 2018,Conger
1954,Nashville NightWatch,AUDL 2015,Conger T
1955,Nashville NightWatch,AUDL 2017,Corey
1956,Nashville NightWatch,AUDL 2018,Cox
1957,Nashville NightWatch,AUDL 2017,Crim
1958,Nashville NightWatch,AUDL 2016,Dahms
1959,Nashville NightWatch,AUDL 2018,Dahms
1960,Nashville NightWatch,AUDL 2018,Dan C
1961,Nashville NightWatch,AUDL 2017,Danny On
1962,Nashville NightWatch,AUDL 2016,Dayton
1963,Nashville NightWatch,AUDL 2018,Dayton
1964,Nashville NightWatch,AUDL 2015,Dayton M
1965,Nashville NightWatch,AUDL 2017,Eric S
1966,Nashville NightWatch,AUDL 2017,Eric Sjo
1967,Nashville NightWatch,AUDL 2017,Ethan D
1968,Nashville NightWatch,AUDL 2018,Flowers
1969,Nashville NightWatch,AUDL 2015,Gallin M
1970,Nashville NightWatch,AUDL 2017,Garrett
1971,Nashville NightWatch,AUDL 2017,Grant W
1972,Nashville NightWatch,AUDL 2015,Hammon C
1973,Nashville NightWatch,AUDL 2018,Hammond
1974,Nashville NightWatch,AUDL 2015,Hannon W
1975,Nashville NightWatch,AUDL 2018,Hardesty
1976,Nashville NightWatch,AUDL 2018,Heacock
1977,Nashville NightWatch,AUDL 2015,Heath T
1978,Nashville NightWatch,AUDL 2017,J Moore
1979,Nashville NightWatch,AUDL 2016,J. Meade
1980,Nashville NightWatch,AUDL 2016,J. Ortiz
1981,Nashville NightWatch,AUDL 2016,J.Moore
1982,Nashville NightWatch,AUDL 2018,Jaime
1983,Nashville NightWatch,AUDL 2017,Jake W
1984,Nashville NightWatch,AUDL 2017,Javi
1985,Nashville NightWatch,AUDL 2016,Javier
1986,Nashville NightWatch,AUDL 2017,Jesse D
1987,Nashville NightWatch,AUDL 2017,Jesse S
1988,Nashville NightWatch,AUDL 2017,Justin
1989,Nashville NightWatch,AUDL 2017,Justin S
1990,Nashville NightWatch,AUDL 2017,Kyle W
1991,Nashville NightWatch,AUDL 2016,Lally
1992,Nashville NightWatch,AUDL 2018,Lally
1993,Nashville NightWatch,AUDL 2015,Lally P
1994,Nashville NightWatch,AUDL 2017,Lindsey
1995,Nashville NightWatch,AUDL 2016,Mac
1996,Nashville NightWatch,AUDL 2018,Mac
1997,Nashville NightWatch,AUDL 2017,Mac m
1998,Nashville NightWatch,AUDL 2017,Mark
1999,Nashville NightWatch,AUDL 2015,Markle R
2000,Nashville NightWatch,AUDL 2017,Matt R
2001,Nashville NightWatch,AUDL 2018,Matt R.
2002,Nashville NightWatch,AUDL 2017,Matt Rus
2003,Nashville NightWatch,AUDL 2015,McClel M
2004,Nashville NightWatch,AUDL 2017,Mike D
2005,Nashville NightWatch,AUDL 2018,Moore
2006,Nashville NightWatch,AUDL 2015,Moore J
2007,Nashville NightWatch,AUDL 2018,Ortiz
2008,Nashville NightWatch,AUDL 2015,Ortiz J
2009,Nashville NightWatch,AUDL 2016,P. Lally
2010,Nashville NightWatch,AUDL 2016,Paicely
2011,Nashville NightWatch,AUDL 2018,Parris
2012,Nashville NightWatch,AUDL 2017,PatrickD
2013,Nashville NightWatch,AUDL 2018,Payne
2014,Nashville NightWatch,AUDL 2016,Peak
2015,Nashville NightWatch,AUDL 2015,Pepper N
2016,Nashville NightWatch,AUDL 2016,Peppers
2017,Nashville NightWatch,AUDL 2018,Petty
2018,Nashville NightWatch,AUDL 2016,Phil D
2019,Nashville NightWatch,AUDL 2017,Phil D
2020,Nashville NightWatch,AUDL 2018,Phil D.
2021,Nashville NightWatch,AUDL 2016,Pierce
2022,Nashville NightWatch,AUDL 2018,Poulos
2023,Nashville NightWatch,AUDL 2015,Radcli T
2024,Nashville NightWatch,AUDL 2016,Radcliff
2025,Nashville NightWatch,AUDL 2017,Radcliff
2026,Nashville NightWatch,AUDL 2016,Rae
2027,Nashville NightWatch,AUDL 2016,Ray D
2028,Nashville NightWatch,AUDL 2017,Ray D
2029,Nashville NightWatch,AUDL 2015,Reed D
2030,Nashville NightWatch,AUDL 2017,Robert H
2031,Nashville NightWatch,AUDL 2018,Russnog
2032,Nashville NightWatch,AUDL 2015,Sansbu B
2033,Nashville NightWatch,AUDL 2018,Schroder
2034,Nashville NightWatch,AUDL 2018,Seay
2035,Nashville NightWatch,AUDL 2016,Sjostrom
2036,Nashville NightWatch,AUDL 2017,Slater
2037,Nashville NightWatch,AUDL 2018,Snook
2038,Nashville NightWatch,AUDL 2016,Stewart
2039,Nashville NightWatch,AUDL 2015,Strass F
2040,Nashville NightWatch,AUDL 2016,Strasser
2041,Nashville NightWatch,AUDL 2018,Stroble
2042,Nashville NightWatch,AUDL 2016,Tannon
2043,Nashville NightWatch,AUDL 2015,Terry K
2044,Nashville NightWatch,AUDL 2016,Tom
2045,Nashville NightWatch,AUDL 2015,Trett D
2046,Nashville NightWatch,AUDL 2016,Venezia
2047,Nashville NightWatch,AUDL 2016,Volz
2048,Nashville NightWatch,AUDL 2015,Waldro B
2049,Nashville NightWatch,AUDL 2016,Waldron
2050,Nashville NightWatch,AUDL 2016,Welch
2051,Nashville NightWatch,AUDL 2018,Wilkes
2052,Nashville NightWatch,AUDL 2015,Willia E
2053,Nashville NightWatch,AUDL 2018,Wilson
2054,Nashville NightWatch,AUDL 2016,Wright
2055,Nashville NightWatch,AUDL 2018,Wright
2056,Nashville NightWatch,AUDL 2015,Wright J
2057,Nashville NightWatch,AUDL 2015,Wu V
2058,Nashville NightWatch,AUDL 2017,Xavier
2059,Nashville NightWatch,AUDL 2017,Z Avello
2060,Nashville NightWatch,AUDL 2016,Z.Avello
2061,New York Empire,AUDL 2018,Alladi S
2062,New York Empire,AUDL 2016,Alorro J
2063,New York Empire,AUDL 2017,Alorro J
2064,New York Empire,AUDL 2018,Alorro J
2065,New York Empire,AUDL 2015,Aulett M
2066,New York Empire,AUDL 2016,Aulett M
2067,New York Empire,AUDL 2017,Aulett M
2068,New York Empire,AUDL 2018,Aulett M
2069,New York Empire,AUDL 2015,Awerbu B
2070,New York Empire,AUDL 2016,Awerbu B
2071,New York Empire,AUDL 2015,Babbin J
2072,New York Empire,AUDL 2016,Babbin J
2073,New York Empire,AUDL 2016,Babbit J
2074,New York Empire,AUDL 2017,Babbit J
2075,New York Empire,AUDL 2018,Babbit J
2076,New York Empire,AUDL 2015,Baum M
2077,New York Empire,AUDL 2015,Bemis E
2078,New York Empire,AUDL 2016,Bemis E
2079,New York Empire,AUDL 2014,Ben I
2080,New York Empire,AUDL 2014,Billy K
2081,New York Empire,AUDL 2014,Brenda A
2082,New York Empire,AUDL 2015,Brooks T
2083,New York Empire,AUDL 2016,Brooks T
2084,New York Empire,AUDL 2017,Brooks T
2085,New York Empire,AUDL 2018,Brownl M
2086,New York Empire,AUDL 2015,Bryant I
2087,New York Empire,AUDL 2017,Bryant I
2088,New York Empire,AUDL 2016,Cofer C
2089,New York Empire,AUDL 2017,Cofer C
2090,New York Empire,AUDL 2017,Cox C
2091,New York Empire,AUDL 2014,Dennis M
2092,New York Empire,AUDL 2014,Derek Y
2093,New York Empire,AUDL 2015,Dixon G
2094,New York Empire,AUDL 2016,Dixon G
2095,New York Empire,AUDL 2018,Doyle L
2096,New York Empire,AUDL 2015,Drost M
2097,New York Empire,AUDL 2016,Drost M
2098,New York Empire,AUDL 2017,Drost M
2099,New York Empire,AUDL 2018,Drost M
2100,New York Empire,AUDL 2015,Drost R
2101,New York Empire,AUDL 2016,Drost R
2102,New York Empire,AUDL 2017,Drost R
2103,New York Empire,AUDL 2018,Drost R
2104,New York Empire,AUDL 2014,Eliot B
2105,New York Empire,AUDL 2015,Farrel T
2106,New York Empire,AUDL 2015,Flint J
2107,New York Empire,AUDL 2017,Garvey H
2108,New York Empire,AUDL 2018,Garvey H
2109,New York Empire,AUDL 2016,Geragh J
2110,New York Empire,AUDL 2015,Guerin I
2111,New York Empire,AUDL 2016,Guerin I
2112,New York Empire,AUDL 2017,Guerin I
2113,New York Empire,AUDL 2017,Haskel T
2114,New York Empire,AUDL 2016,Holmes R
2115,New York Empire,AUDL 2017,Holmes R
2116,New York Empire,AUDL 2018,Holmes R
2117,New York Empire,AUDL 2014,Isaac S
2118,New York Empire,AUDL 2014,Isaiah B
2119,New York Empire,AUDL 2018,Isik A
2120,New York Empire,AUDL 2015,Ivers B
2121,New York Empire,AUDL 2016,Ivers B
2122,New York Empire,AUDL 2017,Ivers B
2123,New York Empire,AUDL 2017,Jagt B
2124,New York Empire,AUDL 2018,Jagt B
2125,New York Empire,AUDL 2014,Jaime P
2126,New York Empire,AUDL 2014,Jesse L
2127,New York Empire,AUDL 2014,Joe B
2128,New York Empire,AUDL 2014,Joe O
2129,New York Empire,AUDL 2014,Joe S
2130,New York Empire,AUDL 2014,John I
2131,New York Empire,AUDL 2014,Justin A
2132,New York Empire,AUDL 2017,Kalmak P
2133,New York Empire,AUDL 2018,Kalmak P
2134,New York Empire,AUDL 2015,Katz B
2135,New York Empire,AUDL 2016,Katz B
2136,New York Empire,AUDL 2018,Katz B
2137,New York Empire,AUDL 2016,Keegan S
2138,New York Empire,AUDL 2017,Keegan S
2139,New York Empire,AUDL 2014,Kevin V
2140,New York Empire,AUDL 2018,Kittre B
2141,New York Empire,AUDL 2017,Kline C
2142,New York Empire,AUDL 2018,Kline C
2143,New York Empire,AUDL 2016,Kocher C
2144,New York Empire,AUDL 2017,Kocher C
2145,New York Empire,AUDL 2016,Komino T
2146,New York Empire,AUDL 2017,Komino T
2147,New York Empire,AUDL 2018,Komino T
2148,New York Empire,AUDL 2016,Kuzmow M
2149,New York Empire,AUDL 2017,Kuzmow M
2150,New York Empire,AUDL 2015,LeMar M
2151,New York Empire,AUDL 2018,LeMar M
2152,New York Empire,AUDL 2018,Lee E
2153,New York Empire,AUDL 2016,Lemar M
2154,New York Empire,AUDL 2017,Lemar M
2155,New York Empire,AUDL 2014,Lionel W
2156,New York Empire,AUDL 2017,Little S
2157,New York Empire,AUDL 2015,Ludwig K
2158,New York Empire,AUDL 2017,Ludwig K
2159,New York Empire,AUDL 2015,Marsh J
2160,New York Empire,AUDL 2014,Matt A
2161,New York Empire,AUDL 2014,Matt B
2162,New York Empire,AUDL 2014,Matt L
2163,New York Empire,AUDL 2014,Matt S
2164,New York Empire,AUDL 2016,Mazur C
2165,New York Empire,AUDL 2015,McLaug B
2166,New York Empire,AUDL 2014,Michae A
2167,New York Empire,AUDL 2018,Mieser J
2168,New York Empire,AUDL 2014,Mike D
2169,New York Empire,AUDL 2016,Murphy O
2170,New York Empire,AUDL 2014,Noah S
2171,New York Empire,AUDL 2016,Norton K
2172,New York Empire,AUDL 2017,Norton K
2173,New York Empire,AUDL 2015,Ouelle J
2174,New York Empire,AUDL 2016,Ouelle J
2175,New York Empire,AUDL 2018,Ouelle J
2176,New York Empire,AUDL 2016,Pepper L
2177,New York Empire,AUDL 2016,Perez J
2178,New York Empire,AUDL 2017,Price J
2179,New York Empire,AUDL 2018,Price J
2180,New York Empire,AUDL 2014,Ross W
2181,New York Empire,AUDL 2014,Ryan D
2182,New York Empire,AUDL 2018,Saffa R
2183,New York Empire,AUDL 2014,Sam T
2184,New York Empire,AUDL 2016,Santos J
2185,New York Empire,AUDL 2017,Schlor C
2186,New York Empire,AUDL 2014,Sean C
2187,New York Empire,AUDL 2014,Seth C
2188,New York Empire,AUDL 2015,Skware K
2189,New York Empire,AUDL 2015,Snyder M
2190,New York Empire,AUDL 2018,Spielm B
2191,New York Empire,AUDL 2018,Stanto T
2192,New York Empire,AUDL 2014,Stephe P
2193,New York Empire,AUDL 2015,Steven M
2194,New York Empire,AUDL 2016,Steven M
2195,New York Empire,AUDL 2017,Steven M
2196,New York Empire,AUDL 2018,Steven M
