,Teamname,Tournament,Username,PlayerName
1022,Indianapolis AlleyCats,AUDL 2015,Cecil J,
1023,Indianapolis AlleyCats,AUDL 2015,Cheek J,
1024,Indianapolis AlleyCats,AUDL 2014,Chris E.,
1025,Indianapolis AlleyCats,AUDL 2017,Colin,Colin Ringwood
1026,Indianapolis AlleyCats,AUDL 2018,Colin R,Colin Ringwood
1027,Indianapolis AlleyCats,AUDL 2017,Colton,Colton Steiner
1028,Indianapolis AlleyCats,AUDL 2018,Colton S,Colton Steiner
1029,Indianapolis AlleyCats,AUDL 2017,Conner,
1030,Indianapolis AlleyCats,AUDL 2018,Conner H,Conner Henderson
1031,Indianapolis AlleyCats,AUDL 2018,Connor L,Connor Lukas
1032,Indianapolis AlleyCats,AUDL 2017,Cox,Kyle Cox
1033,Indianapolis AlleyCats,AUDL 2015,Cox K,
1034,Indianapolis AlleyCats,AUDL 2016,Cox K,
1035,Indianapolis AlleyCats,AUDL 2014,DVE,
1036,Indianapolis AlleyCats,AUDL 2014,Dan B.,
1037,Indianapolis AlleyCats,AUDL 2018,Dan C,Dan Clement
1038,Indianapolis AlleyCats,AUDL 2017,Dana,Dana Granholm
1039,Indianapolis AlleyCats,AUDL 2014,Dane L.,
1040,Indianapolis AlleyCats,AUDL 2017,Danger,Aaron Schwartz
1041,Indianapolis AlleyCats,AUDL 2015,Dehnbo M,
1042,Indianapolis AlleyCats,AUDL 2014,Donova T,Donovan Triplett
1043,Indianapolis AlleyCats,AUDL 2018,Donova T,Donovan Triplett
1044,Indianapolis AlleyCats,AUDL 2017,Donovan,Donovan Triplett
1045,Indianapolis AlleyCats,AUDL 2014,Eric J,
1046,Indianapolis AlleyCats,AUDL 2016,Fella J,
1047,Indianapolis AlleyCats,AUDL 2016,Ginet C,
1048,Indianapolis AlleyCats,AUDL 2016,Granho D,
1049,Indianapolis AlleyCats,AUDL 2015,Gross R,Rick Gross
1050,Indianapolis AlleyCats,AUDL 2016,Gross R,Rick Gross
1051,Indianapolis AlleyCats,AUDL 2016,Groth W,
1052,Indianapolis AlleyCats,AUDL 2017,Heath,Heath Kalaba
1053,Indianapolis AlleyCats,AUDL 2018,Heath K,Heath Kalaba
1054,Indianapolis AlleyCats,AUDL 2015,Hights S,
1055,Indianapolis AlleyCats,AUDL 2016,Hortem D,
1056,Indianapolis AlleyCats,AUDL 2015,Hutton N,Nick Hutton
1057,Indianapolis AlleyCats,AUDL 2016,Hutton N,Nick Hutton
1058,Indianapolis AlleyCats,AUDL 2015,Jacobs L,Levi Jacobs
1059,Indianapolis AlleyCats,AUDL 2016,Jacobs L,Levi Jacobs
1060,Indianapolis AlleyCats,AUDL 2018,Jake F,Jacob Fella
1061,Indianapolis AlleyCats,AUDL 2014,Jared P.,
1062,Indianapolis AlleyCats,AUDL 2017,Jarvis,Ryan Jarvis
1063,Indianapolis AlleyCats,AUDL 2015,Jarvis R,
1064,Indianapolis AlleyCats,AUDL 2016,Jarvis R,
1065,Indianapolis AlleyCats,AUDL 2014,Jason C.,
1066,Indianapolis AlleyCats,AUDL 2014,Jason Y.,
1067,Indianapolis AlleyCats,AUDL 2017,Jesse,Jesse Jenkins
1068,Indianapolis AlleyCats,AUDL 2018,Jesse J,Jesse Jenkins
1069,Indianapolis AlleyCats,AUDL 2017,Joey,Joey Cari
1070,Indianapolis AlleyCats,AUDL 2018,Joey C,Joey Cari
1071,Indianapolis AlleyCats,AUDL 2014,Joey C.,
1072,Indianapolis AlleyCats,AUDL 2017,John J,John Jones
1073,Indianapolis AlleyCats,AUDL 2018,John J,John Jones
1074,Indianapolis AlleyCats,AUDL 2015,Johnso E,
1075,Indianapolis AlleyCats,AUDL 2018,Jon W,Jon Wenger
1076,Indianapolis AlleyCats,AUDL 2016,Jones J,
1077,Indianapolis AlleyCats,AUDL 2017,Josh,
1078,Indianapolis AlleyCats,AUDL 2018,Josh D,Josh Duncan
1079,Indianapolis AlleyCats,AUDL 2016,Kalaba H,
1080,Indianapolis AlleyCats,AUDL 2016,Kasprz W,
1081,Indianapolis AlleyCats,AUDL 2018,Keegan N,Keegan North
1082,Indianapolis AlleyCats,AUDL 2017,Keenan,Keenan Plew
1083,Indianapolis AlleyCats,AUDL 2014,Keenan P,Keenan Plew
1084,Indianapolis AlleyCats,AUDL 2018,Keenan P,Keenan Plew
1085,Indianapolis AlleyCats,AUDL 2018,Keggan N,Keegan North
1086,Indianapolis AlleyCats,AUDL 2017,Kip,Kip Curtis
1087,Indianapolis AlleyCats,AUDL 2018,Kip C,Kip Curtis
1088,Indianapolis AlleyCats,AUDL 2017,Kobyra,Mike Kobyra
1089,Indianapolis AlleyCats,AUDL 2018,Kyle C,Kyle Cox
1090,Indianapolis AlleyCats,AUDL 2014,Kyle C.,
1091,Indianapolis AlleyCats,AUDL 2017,Levi,Levi Jacobs
1092,Indianapolis AlleyCats,AUDL 2018,Levi J,Levi Jacobs
1093,Indianapolis AlleyCats,AUDL 2014,Levi J.,
1094,Indianapolis AlleyCats,AUDL 2015,Loscar S,Spencer Loscar
1095,Indianapolis AlleyCats,AUDL 2016,Loscar S,Spencer Loscar
1096,Indianapolis AlleyCats,AUDL 2014,Luke B.,
1097,Indianapolis AlleyCats,AUDL 2015,Maynar Z,
1098,Indianapolis AlleyCats,AUDL 2016,McCart C,
1099,Indianapolis AlleyCats,AUDL 2018,Michae A,Michael Ames
1100,Indianapolis AlleyCats,AUDL 2014,Mike M.,
1101,Indianapolis AlleyCats,AUDL 2015,Naji S,Steven Naji
1102,Indianapolis AlleyCats,AUDL 2014,Nate P.,
1103,Indianapolis AlleyCats,AUDL 2018,Nathan B,Nathan Bussberg
1104,Indianapolis AlleyCats,AUDL 2016,Ng M,
1105,Indianapolis AlleyCats,AUDL 2017,Nick,Nick Hutton
1106,Indianapolis AlleyCats,AUDL 2018,Nick H,Nick Hutton
1107,Indianapolis AlleyCats,AUDL 2014,Nick H.,Nick Hutton
1108,Indianapolis AlleyCats,AUDL 2015,Page N,
1109,Indianapolis AlleyCats,AUDL 2016,Page N,
1110,Indianapolis AlleyCats,AUDL 2018,Peter C,Peter Carleton
1111,Indianapolis AlleyCats,AUDL 2014,Peter C.,Peter Carleton
1112,Indianapolis AlleyCats,AUDL 2015,Plew K,Keenan Plew
1113,Indianapolis AlleyCats,AUDL 2016,Plew K,Keenan Plew
1114,Indianapolis AlleyCats,AUDL 2015,Rasmus H,
1115,Indianapolis AlleyCats,AUDL 2017,Rick,Rick Gross
1116,Indianapolis AlleyCats,AUDL 2018,Rick G,Rick Gross
1117,Indianapolis AlleyCats,AUDL 2014,Rick G.,Rick Gross
1118,Indianapolis AlleyCats,AUDL 2015,Ringwo C,Colin Ringwood
1119,Indianapolis AlleyCats,AUDL 2016,Ringwo C,Colin Ringwood
1120,Indianapolis AlleyCats,AUDL 2018,Robbie C,Robbie Craven
1121,Indianapolis AlleyCats,AUDL 2017,Sam,Sam Sohn
1122,Indianapolis AlleyCats,AUDL 2018,Sam S,Sam Sohn
1123,Indianapolis AlleyCats,AUDL 2015,Schwar A,
1124,Indianapolis AlleyCats,AUDL 2016,Schwar A,
1125,Indianapolis AlleyCats,AUDL 2016,Sohn S,
1126,Indianapolis AlleyCats,AUDL 2017,Specs,Jake Fella
1127,Indianapolis AlleyCats,AUDL 2014,Spence L,Spencer Loscar
1128,Indianapolis AlleyCats,AUDL 2018,Spence L,Spencer Loscar
1129,Indianapolis AlleyCats,AUDL 2017,Spencer,Spencer Loscar
1130,Indianapolis AlleyCats,AUDL 2015,Steine C,
1131,Indianapolis AlleyCats,AUDL 2016,Steine C,
1132,Indianapolis AlleyCats,AUDL 2016,Steiner,
1133,Indianapolis AlleyCats,AUDL 2018,Stephen,Stephen Schott
1134,Indianapolis AlleyCats,AUDL 2014,Steven H,
1135,Indianapolis AlleyCats,AUDL 2014,Steven N,Steven Naji
1136,Indianapolis AlleyCats,AUDL 2017,Taco,
1137,Indianapolis AlleyCats,AUDL 2018,Terry G,Terry Gaither
1138,Indianapolis AlleyCats,AUDL 2014,Toine,
1139,Indianapolis AlleyCats,AUDL 2015,Toine A,
1140,Indianapolis AlleyCats,AUDL 2017,Travis,Travis Carpenter
1141,Indianapolis AlleyCats,AUDL 2014,Travis C,Travis Carpenter
1142,Indianapolis AlleyCats,AUDL 2018,Travis C,Travis Carpenter
1143,Indianapolis AlleyCats,AUDL 2015,Vander B,
1144,Indianapolis AlleyCats,AUDL 2015,Ventur B,
1145,Indianapolis AlleyCats,AUDL 2017,Wally,Wally Kasprzycki
1146,Indianapolis AlleyCats,AUDL 2017,Wenger,Jon Wenger
1147,Indianapolis AlleyCats,AUDL 2017,Will,
1148,Indianapolis AlleyCats,AUDL 2014,Will D.,
1149,Indianapolis AlleyCats,AUDL 2015,Yoder J,
1150,Indianapolis AlleyCats,AUDL 2015,Young L,
1151,Indianapolis AlleyCats,AUDL 2014,Zach,Zach Zebarth
1152,Indianapolis AlleyCats,AUDL 2017,Zach,Zach Zebarth
1153,Indianapolis AlleyCats,AUDL 2018,Zach Z,Zach Zebarth
1154,Indianapolis AlleyCats,AUDL 2016,Zebart Z,
1155,Jacksonville Cannons,AUDL 2016,Adams Br,
1156,Jacksonville Cannons,AUDL 2016,Benites,
1157,Jacksonville Cannons,AUDL 2015,Best J,
1158,Jacksonville Cannons,AUDL 2015,Bode M,
1159,Jacksonville Cannons,AUDL 2015,Brody J,
1160,Jacksonville Cannons,AUDL 2016,Bullock,Alex Bullock
1161,Jacksonville Cannons,AUDL 2017,Bullock,Alex Bullock
1162,Jacksonville Cannons,AUDL 2015,Carlet A,
1163,Jacksonville Cannons,AUDL 2015,Carlet B,
1164,Jacksonville Cannons,AUDL 2016,Carleton,
1165,Jacksonville Cannons,AUDL 2017,Carleton,
1166,Jacksonville Cannons,AUDL 2017,Catron,Travis Catron
1167,Jacksonville Cannons,AUDL 2015,Catron T,Travis Catron
1168,Jacksonville Cannons,AUDL 2016,Catron T,Travis Catron
1169,Jacksonville Cannons,AUDL 2016,Cava Ant,
1170,Jacksonville Cannons,AUDL 2017,Chard,Ryan Chard
1171,Jacksonville Cannons,AUDL 2015,Chard R,
1172,Jacksonville Cannons,AUDL 2016,Chard Ry,
1173,Jacksonville Cannons,AUDL 2016,Clarke,
1174,Jacksonville Cannons,AUDL 2017,Clarke,
1175,Jacksonville Cannons,AUDL 2016,Conklin,Bryan Conklin
1176,Jacksonville Cannons,AUDL 2017,Conklin,Bryan Conklin
1177,Jacksonville Cannons,AUDL 2016,Dahl Jam,
1178,Jacksonville Cannons,AUDL 2015,Egger B,
1179,Jacksonville Cannons,AUDL 2016,Fairley,Michael Fairley
1180,Jacksonville Cannons,AUDL 2017,Fairley,Michael Fairley
1181,Jacksonville Cannons,AUDL 2017,Fioramon,Michael Fioramonti
1182,Jacksonville Cannons,AUDL 2015,Floyd Z,
1183,Jacksonville Cannons,AUDL 2015,Freystae,Mischa Freystaetter
1184,Jacksonville Cannons,AUDL 2016,Freystae,Mischa Freystaetter
1185,Jacksonville Cannons,AUDL 2017,Freystae,Mischa Freystaetter
1186,Jacksonville Cannons,AUDL 2016,Friedes,
1187,Jacksonville Cannons,AUDL 2017,Gaines,
1188,Jacksonville Cannons,AUDL 2015,Gaines A,
1189,Jacksonville Cannons,AUDL 2017,Gibson,Chris Gibson
1190,Jacksonville Cannons,AUDL 2016,Gibson C,Chris Gibson
1191,Jacksonville Cannons,AUDL 2015,Grady E,
1192,Jacksonville Cannons,AUDL 2015,Hanselma,
1193,Jacksonville Cannons,AUDL 2015,Hickson,Michael Hickson
1194,Jacksonville Cannons,AUDL 2017,Hickson,Michael Hickson
1195,Jacksonville Cannons,AUDL 2015,Hunter N,
1196,Jacksonville Cannons,AUDL 2016,Hunter N,
1197,Jacksonville Cannons,AUDL 2017,Huston,Jordan Huston
1198,Jacksonville Cannons,AUDL 2015,Ierardi,Stephen Ierardi
1199,Jacksonville Cannons,AUDL 2016,Ierardi,Stephen Ierardi
1200,Jacksonville Cannons,AUDL 2017,Ierardi,Stephen Ierardi
1201,Jacksonville Cannons,AUDL 2015,Jakob D,
1202,Jacksonville Cannons,AUDL 2017,Koerner,James Koerner
1203,Jacksonville Cannons,AUDL 2017,Kunsa,Tyler Kunsa
1204,Jacksonville Cannons,AUDL 2017,LaRocque,Chris LaRocque
1205,Jacksonville Cannons,AUDL 2015,Langdon,Jeremy Langdon
1206,Jacksonville Cannons,AUDL 2017,Langdon,Jeremy Langdon
1207,Jacksonville Cannons,AUDL 2015,Larocque,Chris LaRocque
1208,Jacksonville Cannons,AUDL 2016,Layton J,
1209,Jacksonville Cannons,AUDL 2017,Ley,Bobby Ley
1210,Jacksonville Cannons,AUDL 2016,Ley Bobb,Bobby Ley
1211,Jacksonville Cannons,AUDL 2016,Manahan,
1212,Jacksonville Cannons,AUDL 2015,McCall C,
1213,Jacksonville Cannons,AUDL 2015,McKelvey,Andrew McKelvey
1214,Jacksonville Cannons,AUDL 2016,McKelvey,Andrew McKelvey
1215,Jacksonville Cannons,AUDL 2017,McKelvey,Andrew McKelvey
1216,Jacksonville Cannons,AUDL 2016,McKisic,Josh McKisic
1217,Jacksonville Cannons,AUDL 2017,McKisic,Josh McKisic
1218,Jacksonville Cannons,AUDL 2016,Mendelev,
1219,Jacksonville Cannons,AUDL 2015,Mi Bode,
1220,Jacksonville Cannons,AUDL 2016,OBrian,
1221,Jacksonville Cannons,AUDL 2016,OBryan,
1222,Jacksonville Cannons,AUDL 2015,Patterso,
1223,Jacksonville Cannons,AUDL 2016,Patterso,
1224,Jacksonville Cannons,AUDL 2017,Patterso,
1225,Jacksonville Cannons,AUDL 2015,Perales,Brandon Perales
1226,Jacksonville Cannons,AUDL 2016,Perales,Brandon Perales
1227,Jacksonville Cannons,AUDL 2017,Perales,Brandon Perales
1228,Jacksonville Cannons,AUDL 2016,Petronio,
1229,Jacksonville Cannons,AUDL 2017,Polk,Jakeem Polk
1230,Jacksonville Cannons,AUDL 2015,Poulos,
1231,Jacksonville Cannons,AUDL 2017,Poulos,
1232,Jacksonville Cannons,AUDL 2016,Poulos S,
1233,Jacksonville Cannons,AUDL 2016,Repasky,Tanner Repasky
1234,Jacksonville Cannons,AUDL 2017,Repasky,Tanner Repasky
1235,Jacksonville Cannons,AUDL 2015,Roca A,
1236,Jacksonville Cannons,AUDL 2017,Roney,Andrew Roney
1237,Jacksonville Cannons,AUDL 2016,Roney An,Andrew Roney
1238,Jacksonville Cannons,AUDL 2016,Russell,Adam Russell
1239,Jacksonville Cannons,AUDL 2017,Russell,Adam Russell
1240,Jacksonville Cannons,AUDL 2017,Saffa,Ryan Saffa
1241,Jacksonville Cannons,AUDL 2017,Schimmel,Mark Schimmel
1242,Jacksonville Cannons,AUDL 2015,Seuntjen,Bradley Seuntjens
1243,Jacksonville Cannons,AUDL 2016,Seuntjen,Bradley Seuntjens
1244,Jacksonville Cannons,AUDL 2017,Seuntjen,Bradley Seuntjens
1245,Jacksonville Cannons,AUDL 2015,Shepard,
1246,Jacksonville Cannons,AUDL 2016,Shinners,
1247,Jacksonville Cannons,AUDL 2015,Sullivan,Cole Sullivan
1248,Jacksonville Cannons,AUDL 2016,Sullivan,Cole Sullivan
1249,Jacksonville Cannons,AUDL 2017,Sullivan,Cole Sullivan
1250,Jacksonville Cannons,AUDL 2015,Travagli,Dustin Travaglini
1251,Jacksonville Cannons,AUDL 2016,Travagli,Dustin Travaglini
1252,Jacksonville Cannons,AUDL 2017,Travagli,Dustin Travaglini
1253,Jacksonville Cannons,AUDL 2015,Van Brus,
1254,Jacksonville Cannons,AUDL 2016,Van Brus,
1255,Jacksonville Cannons,AUDL 2016,Voelpel,
1256,Jacksonville Cannons,AUDL 2015,Walker J,
1257,Jacksonville Cannons,AUDL 2016,Walker J,
1258,Jacksonville Cannons,AUDL 2015,Wharton,
1259,Los Angeles Aviators,AUDL 2015,Alexan N,
1260,Los Angeles Aviators,AUDL 2016,Alexan N,
1261,Los Angeles Aviators,AUDL 2018,Bacon,Tyler Bacon
1262,Los Angeles Aviators,AUDL 2015,Bacon T,Tyler Bacon
1263,Los Angeles Aviators,AUDL 2016,Bacon T,Tyler Bacon
1264,Los Angeles Aviators,AUDL 2017,Barnett,Ted Barnett
1265,Los Angeles Aviators,AUDL 2018,Barnett,Ted Barnett
1266,Los Angeles Aviators,AUDL 2017,Bartholo,Jacob Bartholomew
1267,Los Angeles Aviators,AUDL 2018,Bartholo,Jacob Bartholomew
1268,Los Angeles Aviators,AUDL 2017,Beatty,Timothy Beatty
1269,Los Angeles Aviators,AUDL 2018,Beatty,Timothy Beatty
1270,Los Angeles Aviators,AUDL 2016,Beatty T,Timothy Beatty
1271,Los Angeles Aviators,AUDL 2015,Bellin D,
1272,Los Angeles Aviators,AUDL 2016,Bellin D,
1273,Los Angeles Aviators,AUDL 2015,Boyd G,
1274,Los Angeles Aviators,AUDL 2016,Boyd G,
1275,Los Angeles Aviators,AUDL 2016,Bron A,
1276,Los Angeles Aviators,AUDL 2018,Brooks,Steven Brooks
1277,Los Angeles Aviators,AUDL 2016,Brooks S,Steven Brooks
1278,Los Angeles Aviators,AUDL 2017,Brooks S,Steven Brooks
1279,Los Angeles Aviators,AUDL 2015,Carlis S,
1280,Los Angeles Aviators,AUDL 2015,Carneg H,
1281,Los Angeles Aviators,AUDL 2016,Carneg H,
1282,Los Angeles Aviators,AUDL 2015,Chang S,
1283,Los Angeles Aviators,AUDL 2015,Chiles I,
1284,Los Angeles Aviators,AUDL 2018,Cohen,Jesse Cohen
1285,Los Angeles Aviators,AUDL 2015,Corbet H,Hunter Corbet
1286,Los Angeles Aviators,AUDL 2016,Corbet H,Hunter Corbet
1287,Los Angeles Aviators,AUDL 2018,Doi,Tom Doi
1288,Los Angeles Aviators,AUDL 2017,Doi T,Tom Doi
1289,Los Angeles Aviators,AUDL 2018,Drum,Alex Drum
1290,Los Angeles Aviators,AUDL 2017,Drum A,Alex Drum
1291,Los Angeles Aviators,AUDL 2018,Eder,Ronnie Eder
1292,Los Angeles Aviators,AUDL 2015,Elboge M,Mark Elbogen
1293,Los Angeles Aviators,AUDL 2016,Elboge M,Mark Elbogen
1294,Los Angeles Aviators,AUDL 2017,Elbogen,Mark Elbogen
1295,Los Angeles Aviators,AUDL 2018,Elbogen,Mark Elbogen
1296,Los Angeles Aviators,AUDL 2015,Evans S,
1297,Los Angeles Aviators,AUDL 2016,Evans S,
1298,Los Angeles Aviators,AUDL 2017,Ferguson,Caleb Ferguson
1299,Los Angeles Aviators,AUDL 2018,Ferguson,Caleb Ferguson
1300,Los Angeles Aviators,AUDL 2015,Forbes J,
1301,Los Angeles Aviators,AUDL 2016,Friedm E,Eli Friedman
1302,Los Angeles Aviators,AUDL 2017,Friedman,Eli Friedman
1303,Los Angeles Aviators,AUDL 2018,Friedman,Eli Friedman
1304,Los Angeles Aviators,AUDL 2018,George,Brent George
1305,Los Angeles Aviators,AUDL 2016,George B,Brent George
1306,Los Angeles Aviators,AUDL 2017,George B,Brent George
1307,Los Angeles Aviators,AUDL 2015,Husak G,
1308,Los Angeles Aviators,AUDL 2016,Husak G,
1309,Los Angeles Aviators,AUDL 2015,Johns C,
1310,Los Angeles Aviators,AUDL 2017,Kiyoi,Michael Kiyoi
1311,Los Angeles Aviators,AUDL 2018,Kiyoi,Michael Kiyoi
1312,Los Angeles Aviators,AUDL 2016,Kiyoi M,Michael Kiyoi
1313,Los Angeles Aviators,AUDL 2016,Kohl A,Andrew Kohl
1314,Los Angeles Aviators,AUDL 2017,Kohl A,Andrew Kohl
1315,Los Angeles Aviators,AUDL 2016,Kohl J,
1316,Los Angeles Aviators,AUDL 2018,Lai,Allen Lai
1317,Los Angeles Aviators,AUDL 2015,Lai A,Allen Lai
1318,Los Angeles Aviators,AUDL 2016,Lai A,Allen Lai
1319,Los Angeles Aviators,AUDL 2017,Lai A,Allen Lai
1320,Los Angeles Aviators,AUDL 2018,Lepore,Ryan Lepore
1321,Los Angeles Aviators,AUDL 2015,Lissne E,Eric Lissner
1322,Los Angeles Aviators,AUDL 2016,Lissne E,Eric Lissner
1323,Los Angeles Aviators,AUDL 2017,Lissner,Eric Lissner
1324,Los Angeles Aviators,AUDL 2018,Lissner,Eric Lissner
1325,Los Angeles Aviators,AUDL 2016,Marsh J,
1326,Los Angeles Aviators,AUDL 2018,Mazur,Chris Mazur
1327,Los Angeles Aviators,AUDL 2015,McCrae A,Andrew McRae
1328,Los Angeles Aviators,AUDL 2015,McDoug S,Sean McDougall
1329,Los Angeles Aviators,AUDL 2016,McDoug S,Sean McDougall
1330,Los Angeles Aviators,AUDL 2017,McDougal,Sean McDougall
1331,Los Angeles Aviators,AUDL 2018,Mcdougal,Sean McDougall
1332,Los Angeles Aviators,AUDL 2018,Mcrae,Andrew McRae
1333,Los Angeles Aviators,AUDL 2015,Melo E,
1334,Los Angeles Aviators,AUDL 2017,Mort J,Josiah Mort
1335,Los Angeles Aviators,AUDL 2015,Nguyen B,Bryan Nguyen
1336,Los Angeles Aviators,AUDL 2016,Nguyen B,Bryan Nguyen
1337,Los Angeles Aviators,AUDL 2017,Nguyen B,Bryan Nguyen
1338,Los Angeles Aviators,AUDL 2015,Oettin D,
1339,Los Angeles Aviators,AUDL 2018,Padula,Andrew Padula
1340,Los Angeles Aviators,AUDL 2016,Padula A,Andrew Padula
1341,Los Angeles Aviators,AUDL 2017,Padula A,Andrew Padula
1342,Los Angeles Aviators,AUDL 2015,Pebley A,
1343,Los Angeles Aviators,AUDL 2016,Plasma S,Sam Plasman
1344,Los Angeles Aviators,AUDL 2017,Plasman,Sam Plasman
1345,Los Angeles Aviators,AUDL 2018,Plasman,Sam Plasman
1346,Los Angeles Aviators,AUDL 2018,Pritchar,Stephanie Pritchard
1347,Los Angeles Aviators,AUDL 2018,Ransom,Nate Ransom
1348,Los Angeles Aviators,AUDL 2017,Ransom N,Nate Ransom
1349,Los Angeles Aviators,AUDL 2015,Schakn Z,Zac Schakner
1350,Los Angeles Aviators,AUDL 2016,Schakn Z,Zac Schakner
1351,Los Angeles Aviators,AUDL 2017,Schakner,Zac Schakner
1352,Los Angeles Aviators,AUDL 2018,Schakner,Zac Schakner
1353,Los Angeles Aviators,AUDL 2016,Severs B,Brandon Severson
1354,Los Angeles Aviators,AUDL 2017,Severson,Brandon Severson
1355,Los Angeles Aviators,AUDL 2018,Severson,Brandon Severson
1356,Los Angeles Aviators,AUDL 2015,Silver J,Jeffrey Silverman
1357,Los Angeles Aviators,AUDL 2016,Silver J,Jeffrey Silverman
1358,Los Angeles Aviators,AUDL 2018,Silverma,Jeffrey Silverman
1359,Los Angeles Aviators,AUDL 2015,Smeltzer,
1360,Los Angeles Aviators,AUDL 2016,Smith T,
1361,Los Angeles Aviators,AUDL 2015,Steine M,Mitchell Steiner
1362,Los Angeles Aviators,AUDL 2016,Steine M,Mitchell Steiner
1363,Los Angeles Aviators,AUDL 2017,Steiner,Mitchell Steiner
1364,Los Angeles Aviators,AUDL 2015,Theodo Z,Zach Theodore
1365,Los Angeles Aviators,AUDL 2016,Theodo Z,Zach Theodore
1366,Los Angeles Aviators,AUDL 2017,Theodore,Zach Theodore
1367,Los Angeles Aviators,AUDL 2018,Theodore,Zach Theodore
1368,Los Angeles Aviators,AUDL 2017,Theologi,Matt Theologidy
1369,Los Angeles Aviators,AUDL 2018,Theologi,Matt Theologidy
1370,Los Angeles Aviators,AUDL 2017,Wang Kuo,Kuo Hsun Wang
1371,Los Angeles Aviators,AUDL 2015,Warden N,
1372,Los Angeles Aviators,AUDL 2018,Weaver,Aaron Weaver
1373,Los Angeles Aviators,AUDL 2017,Weaver A,Aaron Weaver
1374,Los Angeles Aviators,AUDL 2016,Zhou P,
1375,Madison Radicals,AUDL 2015,A Brown,Andrew Brown
1376,Madison Radicals,AUDL 2016,A Brown,Andrew Brown
1377,Madison Radicals,AUDL 2017,A Brown,Andrew Brown
1378,Madison Radicals,AUDL 2018,A Brown,Andrew Brown
1379,Madison Radicals,AUDL 2015,A Drews,Adam Drews
1380,Madison Radicals,AUDL 2015,A Mesh,Andrew Meshnick
1381,Madison Radicals,AUDL 2014,Adam D,
1382,Madison Radicals,AUDL 2014,Adrian R,
1383,Madison Radicals,AUDL 2018,Akyuz,Tarik Akyuz
1384,Madison Radicals,AUDL 2016,Alexand,
1385,Madison Radicals,AUDL 2014,Alexande,Eric Alexander
1386,Madison Radicals,AUDL 2014,Andrew B,Andrew Brown
1387,Madison Radicals,AUDL 2014,Andrew M,Andrew Meshnick
1388,Madison Radicals,AUDL 2014,Animal,Tom Annen
1389,Madison Radicals,AUDL 2015,Animal,Tom Annen
1390,Madison Radicals,AUDL 2016,Animal,Tom Annen
1391,Madison Radicals,AUDL 2017,Animal,Tom Annen
1392,Madison Radicals,AUDL 2018,Animal,Tom Annen
1393,Madison Radicals,AUDL 2015,B Ever,Bill Everhart
1394,Madison Radicals,AUDL 2015,B Hart,Brian Hart
1395,Madison Radicals,AUDL 2015,B Keren,Benjy Keren
1396,Madison Radicals,AUDL 2015,B Nelson,Ben Nelson
1397,Madison Radicals,AUDL 2015,B Taitt,
1398,Madison Radicals,AUDL 2017,Barker,Ross Barker
1399,Madison Radicals,AUDL 2014,Ben N,Ben Nelson
1400,Madison Radicals,AUDL 2014,Benjy K,Benjy Keren
1401,Madison Radicals,AUDL 2014,Bill E,Bill Everhart
1402,Madison Radicals,AUDL 2018,Bosscher,Nate Bosscher
1403,Madison Radicals,AUDL 2014,Brian H,Brian Hart
1404,Madison Radicals,AUDL 2014,Brown,
1405,Madison Radicals,AUDL 2015,Buddy,David Meinecke
1406,Madison Radicals,AUDL 2016,Buddy,David Meinecke
1407,Madison Radicals,AUDL 2017,Buddy,David Meinecke
1408,Madison Radicals,AUDL 2018,Buddy,David Meinecke
1409,Madison Radicals,AUDL 2015,C Camp,Colin Camp
1410,Madison Radicals,AUDL 2015,C Wilen,Chris Wilen
1411,Madison Radicals,AUDL 2016,Camp,Colin Camp
1412,Madison Radicals,AUDL 2017,Camp,Colin Camp
1413,Madison Radicals,AUDL 2018,Camp,Colin Camp
1414,Madison Radicals,AUDL 2016,Coffin,Abe Coffin
1415,Madison Radicals,AUDL 2015,Cooli,Thomas Coolidge
1416,Madison Radicals,AUDL 2014,Coolidge,Thomas Coolidge
1417,Madison Radicals,AUDL 2016,Coolidge,Thomas Coolidge
1418,Madison Radicals,AUDL 2017,Coolidge,Thomas Coolidge
1419,Madison Radicals,AUDL 2018,Coolidge,Thomas Coolidge
1420,Madison Radicals,AUDL 2015,D Schlei,
1421,Madison Radicals,AUDL 2015,D Wise,Dave Wiseman
1422,Madison Radicals,AUDL 2018,DWiseman,Dave Wiseman
1423,Madison Radicals,AUDL 2014,Dan R,
1424,Madison Radicals,AUDL 2014,Dave W,Dave Wiseman
1425,Madison Radicals,AUDL 2014,David S,
1426,Madison Radicals,AUDL 2014,Davis W,
1427,Madison Radicals,AUDL 2016,Debyl,Tim Debyl
1428,Madison Radicals,AUDL 2017,Debyl,Tim Debyl
1429,Madison Radicals,AUDL 2014,Dirty,Dan Rowan
1430,Madison Radicals,AUDL 2017,Dirty,Dan Rowan
1431,Madison Radicals,AUDL 2014,Drews,Adam Drews
1432,Madison Radicals,AUDL 2016,Drews,Adam Drews
1433,Madison Radicals,AUDL 2017,Drews,Adam Drews
1434,Madison Radicals,AUDL 2018,Drews,Adam Drews
1435,Madison Radicals,AUDL 2014,Everhart,Bill Everhart
1436,Madison Radicals,AUDL 2016,Everhart,Bill Everhart
1437,Madison Radicals,AUDL 2017,Everhart,Bill Everhart
1438,Madison Radicals,AUDL 2016,Froude,Jay Froude
1439,Madison Radicals,AUDL 2016,Gallo,
1440,Madison Radicals,AUDL 2014,Garner,
