Unnamed: 0,Teamname,Tournament,Username,PlayerName,Suggestion1,Suggestion2,Suggestion3,MatchScore
3245,San Jose Spiders,AUDL 2015,Grant T,Tyler Grant,Tyler Grant,Jordan Marcy,Sean Ham,0.555555556
3246,San Jose Spiders,AUDL 2014,Greg C,Greg Cohen,Greg Cohen,Kevin Cocks,Steven Chang,0.75
3247,San Jose Spiders,AUDL 2015,Guerre X,Xtian Guerrero,Xtian Guerrero,Greg Cohen,Tyler Grant,0.545454545
3248,San Jose Spiders,AUDL 2015,Ham S,Sean Ham,Sean Ham,Adam Brown,Marcelo Sanchez,0.461538462
3249,San Jose Spiders,AUDL 2018,Hammer D,David Hammer,David Hammer,James Yeager,Sam Kunz,0.6
3250,San Jose Spiders,AUDL 2018,Hernande,Gabriel Hernandez,Gabriel Hernandez,Brandon Fein,Sean Newlin,0.64
3251,San Jose Spiders,AUDL 2015,Higgin S,Simon Higgins,Simon Higgins,Kevin Smith,Christian Johnson,0.571428571
3252,San Jose Spiders,AUDL 2018,Hirning,Nicholas Hirning,Nicholas Hirning,Brandon Fein,Mark Lin,0.608695652
3253,San Jose Spiders,AUDL 2017,Ian M,Ian Meyer,Ian Meyer,Ian Sweeney,Evan Brydon,0.714285714
3254,San Jose Spiders,AUDL 2017,Ian S,Ian Sweeney,Ian Sweeney,Ian Meyer,Jackson Stearns,0.625
3255,San Jose Spiders,AUDL 2016,Jackso S,Jackson Stearns,Jackson Stearns,James Pollard,Chuck Cao,0.695652174
3256,San Jose Spiders,AUDL 2017,Jackso S,Jackson Stearns,Jackson Stearns,Jacob Serano,Jake Tozer,0.695652174
3257,San Jose Spiders,AUDL 2017,Jacob S,Jacob Serano,Jacob Serano,Jackson Stearns,Jake Tozer,0.736842105
3258,San Jose Spiders,AUDL 2018,Jaffe,Matt Jaffe,Matt Jaffe,Jake Tozer,James Yeager,0.666666667
3259,San Jose Spiders,AUDL 2015,Jaffe M,Matt Jaffe,Matt Jaffe,Jordan Marcy,,0.588235294
3260,San Jose Spiders,AUDL 2017,Jake T,Jake Tozer,Jake Tozer,James Yeager,Jackson Stearns,0.75
3261,San Jose Spiders,AUDL 2016,James P,James Pollard,James Pollard,Jackson Stearns,Matt Jaffe,0.7
3262,San Jose Spiders,AUDL 2017,James Y,James Yeager,James Yeager,Jake Tozer,Jackson Stearns,0.736842105
3263,San Jose Spiders,AUDL 2014,Jeff S,Jeffrey Silverman,Jeffrey Silverman,Kevin Smith,,0.52173913
3264,San Jose Spiders,AUDL 2017,Jeremy K,Jeremy Kharrazi,Jeremy Kharrazi,Drew Kim,Jake Tozer,0.695652174
3265,San Jose Spiders,AUDL 2014,John B,John Bergen,John Bergen,Greg Cohen,Ashlin Joye,0.705882353
3266,San Jose Spiders,AUDL 2015,Johnso C,Christian Johnson,Christian Johnson,Jordan Marcy,Chuck Cao,0.48
3267,San Jose Spiders,AUDL 2016,Jon G,Jon Greenberg,Jon Greenberg,AJ Lemons,Travion Greene,0.555555556
3268,San Jose Spiders,AUDL 2017,Jon G,Jon Greenberg,Jon Greenberg,Jackson Stearns,Jacob Serano,0.555555556
3269,San Jose Spiders,AUDL 2018,Josh K,Joshuah Kapilivsky,Joshuah Kapilivsky,Joe Thompson,James Yeager,0.5
3270,San Jose Spiders,AUDL 2016,Josiah M,Josiah Mort,Josiah Mort,Justin Norden,Ed Yanosik,0.842105263
3271,San Jose Spiders,AUDL 2015,Joye A,Ashlin Joye,Ashlin Joye,Tyler Grant,Jordan Marcy,0.470588235
3272,San Jose Spiders,AUDL 2016,Justin N,Justin Norden,Justin Norden,Josiah Mort,Jackson Stearns,0.761904762
3273,San Jose Spiders,AUDL 2017,Justin N,Justin Norden,Justin Norden,Jackson Stearns,Ethan Falat,0.761904762
3274,San Jose Spiders,AUDL 2016,Kelly V,Kelly Van Arsdale,Kelly Van Arsdale,Kyle Smith,Kevin Smith,0.583333333
3275,San Jose Spiders,AUDL 2017,Kelly V,Kelly Van Arsdale,Kelly Van Arsdale,,,0.583333333
3276,San Jose Spiders,AUDL 2014,Kevin A,Kevin Aha,Kevin Aha,Kevin Smith,Kevin Cocks,0.875
3277,San Jose Spiders,AUDL 2014,Kevin C,Kevin Cocks,Kevin Cocks,Kevin Aha,Kevin Smith,0.777777778
3278,San Jose Spiders,AUDL 2014,Kevin S,Kevin Smith,Kevin Smith,Kevin Aha,Kevin Cocks,0.777777778
3279,San Jose Spiders,AUDL 2016,Kevin S,Kevin Smith,Kevin Smith,Kyle Smith,Ben Souvey,0.777777778
3280,San Jose Spiders,AUDL 2018,Kharrazi,Jeremy Kharrazi,Jeremy Kharrazi,Mark Lin,Aaron Shi,0.695652174
3281,San Jose Spiders,AUDL 2015,Kittre B,Beau Kittredge,Beau Kittredge,Matthew Natali,Matthew Crawford,0.545454545
3282,San Jose Spiders,AUDL 2015,Klevec A,Ariel Klevecz,Ariel Klevecz,Kevin Smith,Kevin Cocks,0.571428571
3283,San Jose Spiders,AUDL 2016,Kohji S,Kohji Sugioka,Kohji Sugioka,Kevin Smith,Kyle Smith,0.7
3284,San Jose Spiders,AUDL 2014,Kris T,Kris Thomson,Kris Thomson,Chris Farina,Kevin Aha,0.666666667
3285,San Jose Spiders,AUDL 2018,Kunz S,Sam Kunz,Sam Kunz,Aaron Shi,Justin Norden,0.571428571
3286,San Jose Spiders,AUDL 2014,Kurt G,Kurt Gibson,Kurt Gibson,Kris Thomson,Aubrey Davis,0.705882353
3287,San Jose Spiders,AUDL 2016,Kyle S,Kyle Smith,Kyle Smith,Kyle Terriere,Kevin Smith,0.75
3288,San Jose Spiders,AUDL 2016,Kyle T,Kyle Terriere,Kyle Terriere,Kyle Smith,Kevin Smith,0.631578947
3289,San Jose Spiders,AUDL 2018,Lassett,Thomas Lassetter,Thomas Lassetter,Matt Jaffe,Lucas Young,0.608695652
3290,San Jose Spiders,AUDL 2016,Lauchl R,Lauchlan Robertson,Lauchlan Robertson,Lucas Dillow,Chuck Cao,0.615384615
3291,San Jose Spiders,AUDL 2018,Levinsky,Ben Levinsky,Ben Levinsky,Mark Lin,Sean Newlin,0.8
3292,San Jose Spiders,AUDL 2018,Lin M,Mark Lin,Mark Lin,Nick Murphy,Brian Roach,0.461538462
3293,San Jose Spiders,AUDL 2016,Lior G,Lior Givol,Lior Givol,Travion Greene,Eli Graves,0.75
3294,San Jose Spiders,AUDL 2016,Lucas D,Lucas Dallmann,Lucas Dillow,Lauchlan Robertson,Chuck Cao,0.666666667
3295,San Jose Spiders,AUDL 2014,Marcel S,Marcelo Sanchez,Marcelo Sanchez,Michael Kiyoi,Mark Elbogen,0.695652174
3296,San Jose Spiders,AUDL 2015,Marcy J,Jordan Marcy,Jordan Marcy,Matt Jaffe,Marcelo Sanchez,0.526315789
3297,San Jose Spiders,AUDL 2014,Mark E,Mark Elbogen,Mark Elbogen,Marcelo Sanchez,Michael Kiyoi,0.666666667
3298,San Jose Spiders,AUDL 2016,Matt J,Matt Jaffe,Matt Jaffe,Matthew Natali,Matthew Crawford,0.75
3299,San Jose Spiders,AUDL 2017,Matt J,Matt Jaffe,Matt Jaffe,Matthew Crawford,,0.75
3300,San Jose Spiders,AUDL 2016,Matthe C,Matthew Crawford,Matthew Crawford,Matthew Natali,Matthew Heffernan,0.666666667
3301,San Jose Spiders,AUDL 2017,Matthe C,Matthew Crawford,Matthew Crawford,Matt Jaffe,Steven Chang,0.666666667
3302,San Jose Spiders,AUDL 2016,Matthe H,Matthew Heffernan,Matthew Heffernan,Matthew Natali,Matthew Crawford,0.64
3303,San Jose Spiders,AUDL 2014,Matthe N,Matthew Natali,Matthew Natali,Nathan White,Daniel Naruo,0.727272727
3304,San Jose Spiders,AUDL 2016,Matthe N,Matthew Natali,Matthew Natali,Matthew Crawford,Matthew Heffernan,0.727272727
3305,San Jose Spiders,AUDL 2014,Michae K,Michael Kiyoi,Michael Kiyoi,Matthew Natali,Kevin Aha,0.761904762
3306,San Jose Spiders,AUDL 2017,Mike D,Mike Dirda,Mike Dirda,Jake Tozer,Nick Murphy,0.75
3307,San Jose Spiders,AUDL 2018,Moore,Andrew Moore,Andrew Moore,Justin Norden,Mark Lin,0.588235294
3308,San Jose Spiders,AUDL 2018,Morris A,Alexander Morris,Alexander Morris,Mark Lin,Tommy Adams,0.5
3309,San Jose Spiders,AUDL 2018,Murphy N,Nick Murphy,Nick Murphy,Mark Lin,,0.631578947
3310,San Jose Spiders,AUDL 2015,Natali M,Matthew Natali,Matthew Natali,Matt Jaffe,Ethan Falat,0.545454545
3311,San Jose Spiders,AUDL 2014,Nate B,Nate Bosscher,Nate Bosscher,Nathan White,Tyler Bacon,0.631578947
3312,San Jose Spiders,AUDL 2014,Nathan W,Nathan White,Nathan White,Steven Chang,Nate Bosscher,0.8
3313,San Jose Spiders,AUDL 2018,Newlin,Sean Newlin,Sean Newlin,Nicholas Hirning,Brandon Fein,0.705882353
3314,San Jose Spiders,AUDL 2017,Nichol A,Nicholas Alexander,Nicholas Alexander,Nick Murphy,Tommy Adams,0.615384615
3315,San Jose Spiders,AUDL 2017,Nick M,Nick Murphy,Nick Murphy,Chuck Cao,Nicholas Alexander,0.705882353
3316,San Jose Spiders,AUDL 2014,Nick R,Nick Raisch,Nick Raisch,Kevin Cocks,Scott Roeder,0.705882353
3317,San Jose Spiders,AUDL 2016,Nick R,Nick Raisch,Nick Raisch,Chuck Cao,Zibi Braniecki,0.705882353
3318,San Jose Spiders,AUDL 2018,Norden,Justin Norden,Justin Norden,Jordan Richmond,Nicholas Hirning,0.631578947
3319,San Jose Spiders,AUDL 2015,Norden J,Justin Norden,Justin Norden,Jordan Marcy,Sean Ham,0.571428571
3320,San Jose Spiders,AUDL 2015,Peters B,Brett Petersen,Brett Petersen,Tyler Grant,Scott Roeder,0.545454545
3321,San Jose Spiders,AUDL 2015,Rasmus C,Cassidy Rasmussen,Cassidy Rasmussen,Russell Wynne,Chuck Cao,0.48
3322,San Jose Spiders,AUDL 2015,Reinha S,Seth Reinhardt,Seth Reinhardt,Kevin Smith,Kevin Cocks,0.545454545
3323,San Jose Spiders,AUDL 2018,Richmond,Jordan Richmond,Jordan Richmond,Nicholas Hirning,Joe Thompson,0.695652174
3324,San Jose Spiders,AUDL 2018,Roach,Brian Roach,Brian Roach,Zach Sabin,Jordan Richmond,0.625
3325,San Jose Spiders,AUDL 2015,Roeder S,Scott Roeder,Scott Roeder,Tyler Grant,Kevin Smith,0.6
3326,San Jose Spiders,AUDL 2018,Sabin Z,Zach Sabin,Zach Sabin,Sean Newlin,Shane Earley,0.588235294
3327,San Jose Spiders,AUDL 2017,Sam A,Sam Adamson,Sam Adamson,Tommy Adams,David Abram,0.625
3328,San Jose Spiders,AUDL 2015,Sanche M,Marcelo Sanchez,Marcelo Sanchez,Sean Ham,Jordan Marcy,0.52173913
3329,San Jose Spiders,AUDL 2014,Scott R,Scott Roeder,Scott Roeder,Nick Raisch,Steven Chang,0.736842105
3330,San Jose Spiders,AUDL 2016,Sean H,Sean Ham,Sean Ham,Steven Chang,Ben Souvey,0.857142857
3331,San Jose Spiders,AUDL 2017,Sergio P,Sergio Perdomo,Sergio Perdomo,Jacob Serano,Steven Chang,0.727272727
3332,San Jose Spiders,AUDL 2016,Seth R,Seth Reinhardt,Seth Reinhardt,Sean Ham,Kyle Smith,0.6
3333,San Jose Spiders,AUDL 2017,Shane E,Shane Earley,Shane Earley,Ethan Falat,Steven Chang,0.736842105
3334,San Jose Spiders,AUDL 2018,Shi A,Aaron Shi,Aaron Shi,Shane Earley,Stephen Guerin,0.428571429
3335,San Jose Spiders,AUDL 2014,Simon H,Simon Higgins,Simon Higgins,Kris Thomson,Sonny Zaccaro,0.7
3336,San Jose Spiders,AUDL 2015,Smith K,Kevin Smith,Kevin Smith,Seth Reinhardt,Ethan Falat,0.555555556
3337,San Jose Spiders,AUDL 2014,Sonny Z,Sonny Zaccaro,Sonny Zaccaro,Simon Higgins,John Bergen,0.7
3338,San Jose Spiders,AUDL 2017,Sonny Z,Sonny Zaccaro,Sonny Zaccaro,Andy Smith,Tommy Adams,0.7
3339,San Jose Spiders,AUDL 2018,Stearns,Jackson Stearns,Jackson Stearns,Sean Newlin,Steven Chang,0.636363636
3340,San Jose Spiders,AUDL 2014,Steven C,Steven Chang,Steven Chang,Kevin Cocks,Kevin Aha,0.8
3341,San Jose Spiders,AUDL 2016,Steven C,Steven Chang,Steven Chang,Sean Ham,Kevin Smith,0.8
3342,San Jose Spiders,AUDL 2017,Steven C,Steven Chang,Steven Chang,Jackson Stearns,Matthew Crawford,0.8
3343,San Jose Spiders,AUDL 2018,Surmani,Alec Surmani,Alec Surmani,Sean Newlin,Brandon Fein,0.736842105
3344,San Jose Spiders,AUDL 2018,Thompson,Joe Thompson,Joe Thompson,Tommy Adams,Thomas Lassetter,0.8
3345,San Jose Spiders,AUDL 2018,Tien,,Tyler Condit,Justin Norden,Mark Lin,0.25
3346,San Jose Spiders,AUDL 2014,Tim G,Tim Gilligan,Tim Gilligan,Simon Higgins,,0.588235294
3347,San Jose Spiders,AUDL 2016,Tommy A,Tommy Adams,Tommy Adams,,,0.777777778
3348,San Jose Spiders,AUDL 2017,Tommy A,Tommy Adams,Tommy Adams,Sam Adamson,Sonny Zaccaro,0.777777778
3349,San Jose Spiders,AUDL 2018,Tozer,Jake Tozer,Jake Tozer,Thomas Lassetter,Tyler Condit,0.666666667
3350,San Jose Spiders,AUDL 2016,TravionG,Travion Greene,Travion Greene,Brandon Fein,Lior Givol,0.727272727
3351,San Jose Spiders,AUDL 2014,Tyler B,Tyler Bacon,Tyler Bacon,Eli Kerns,Jeffrey Silverman,0.777777778
3352,San Jose Spiders,AUDL 2015,Van Ar K,Kelly Van Arsdale,Kelly Van Arsdale,Jordan Marcy,Ariel Klevecz,0.48
3353,San Jose Spiders,AUDL 2016,Vincen V,Vincenzo Vitiello,Vincenzo Vitiello,Justin Norden,Sean Ham,0.64
3354,San Jose Spiders,AUDL 2015,Wynne R,Russell Wynne,Russell Wynne,Tyler Grant,Sonny Zaccaro,0.5
3355,San Jose Spiders,AUDL 2018,Yeager,James Yeager,James Yeager,Robert Yeagle,Jake Tozer,0.666666667
3356,San Jose Spiders,AUDL 2018,Yeagle R,Robert Yeagle,Robert Yeagle,James Yeager,Jake Tozer,0.571428571
3357,San Jose Spiders,AUDL 2018,Young L,Lucas Young,Lucas Young,Aaron Shi,Ben Levinsky,0.555555556
3358,San Jose Spiders,AUDL 2015,Zaccar S,Sonny Zaccaro,Sonny Zaccaro,Marcelo Sanchez,Lucas Dillow,0.571428571
3359,San Jose Spiders,AUDL 2018,Zaccaro,Sonny Zaccaro,Sonny Zaccaro,Zach Sabin,Aaron Shi,0.7
3360,San Jose Spiders,AUDL 2016,Zibi B,Zibi Braniecki,Zibi Braniecki,,,0.6
3361,Seattle Cascades,AUDL 2018,Adam Cho,Adam Choi,Adam Choi,Sam Cook,William Coffin,0.941176471
3362,Seattle Cascades,AUDL 2017,Adam S,Adam Simon,Adam Simon,Zack Smith,Sam Pickel,0.75
3363,Seattle Cascades,AUDL 2017,Aldous R,Aldous Root,Aldous Root,Brad Houser,Adam Simon,0.842105263
3364,Seattle Cascades,AUDL 2018,Aldous R,Aldous Root,Aldous Root,Brad Houser,Eddie Harmoush,0.842105263
3365,Seattle Cascades,AUDL 2017,Alex D,Alex Duffel,Alex Duffel,Aldous Root,Andrew Lynch,0.705882353
3366,Seattle Cascades,AUDL 2018,Alex D,Alex Duffel,Alex Duffel,Aldous Root,Charlie Eide,0.705882353
3367,Seattle Cascades,AUDL 2018,AlexD,Alex Duffel,Alex Duffel,,,0.625
3368,Seattle Cascades,AUDL 2017,Andrew L,Andrew Lynch,Andrew Lynch,Adam Simon,Alex Duffel,0.8
3369,Seattle Cascades,AUDL 2015,Barich F,Frank Barich,Frank Barich,Mario O'Brien,Zack Smith,0.6
3370,Seattle Cascades,AUDL 2017,Ben B,Ben Beehner,Ben Beehner,Ben Snell,Henry Phan,0.625
3371,Seattle Cascades,AUDL 2018,Ben Mill,Ben Miller,Ben Miller,Xtehn Titcomb,Henry Schneider,0.888888889
3372,Seattle Cascades,AUDL 2017,Ben S,Ben Snell,Ben Snell,Ben Beehner,Henry Phan,0.714285714
3373,Seattle Cascades,AUDL 2015,Benalo S,Steven Benaloh,Steven Benaloh,Spencer Wallis,Aly Lenon,0.545454545
3374,Seattle Cascades,AUDL 2016,Benalo S,Ben Snell,Ben Snell,Steven Benaloh,Spencer Wallis,0.588235294
3375,Seattle Cascades,AUDL 2015,Bolton J,Jesse Bolton,Jesse Bolton,Joe Sefton,Aly Lenon,0.6
3376,Seattle Cascades,AUDL 2016,Bolton J,Jesse Bolton,Jesse Bolton,Joe Sefton,Mark Burton,0.6
3377,Seattle Cascades,AUDL 2017,Brad H,Brad Houser,Brad Houser,Sam Harkness,,0.705882353
3378,Seattle Cascades,AUDL 2018,Brad H,Brad Houser,Brad Houser,Morgan Higgins,Derek Mourad,0.705882353
3379,Seattle Cascades,AUDL 2018,BradH,Brad Houser,Brad Houser,Derek Mourad,Morgan Higgins,0.625
3380,Seattle Cascades,AUDL 2018,Bryant S,,Ryan Segal,Brad Houser,Morgan Higgins,1
3381,Seattle Cascades,AUDL 2017,Bryson S,Bryson Simon Fox,Bryson Simon-Fox,Ben Snell,John Stacey,0.666666667
3382,Seattle Cascades,AUDL 2016,Burton M,Mark Burton,Mark Burton,Bryson Simon-Fox,Jesse Bolton,0.631578947
3383,Seattle Cascades,AUDL 2015,Caldwe M,Michael Caldwell,Michael Caldwell,Zane Rankin,Phil Murray,0.5
3384,Seattle Cascades,AUDL 2016,Caldwe M,Michael Caldwell,Michael Caldwell,Zane Rankin,Phil Murray,0.5
3385,Seattle Cascades,AUDL 2015,Caldwell,Michael Caldwell,Michael Caldwell,Robbie Farwell,Matt Russell,0.666666667
3386,Seattle Cascades,AUDL 2017,Cam B,Cam Bailey,Cam Bailey,Sam Pickel,Adam Simon,0.666666667
3387,Seattle Cascades,AUDL 2018,Cam Bail,Cam Bailey,Cam Bailey,Cameron Baker,Adam Choi,0.888888889
3388,Seattle Cascades,AUDL 2018,Cam Bak,Cameron Baker,Cam Bailey,Cameron Baker,Sam Cook,0.7
3389,Seattle Cascades,AUDL 2017,Cam S,Cam Bailey,Cam Bailey,Adam Simon,Zack Smith,0.533333333
3390,Seattle Cascades,AUDL 2018,CamBail,Cam Bailey,Cam Bailey,Cameron Baker,Adam Choi,0.823529412
3391,Seattle Cascades,AUDL 2018,CamBak,Cameron Baker,Cameron Baker,Cam Bailey,Sam Cook,0.631578947
3392,Seattle Cascades,AUDL 2016,Carneg H,Husayn Carnegie,Husayn Carnegie,Zane Rankin,Sam Hart,0.52173913
3393,Seattle Cascades,AUDL 2015,Cavan M,Michael Cavanaugh,Michael Cavanaugh,Sam Lehman,Ray Illian,0.416666667
3394,Seattle Cascades,AUDL 2015,Cavana M,Michael Cavanaugh,Michael Cavanaugh,Sam Lehman,Ray Illian,0.48
3395,Seattle Cascades,AUDL 2018,Charli E,Charlie Eide,Charlie Eide,Stephanie Lim,Manuel Eckert,0.8
3396,Seattle Cascades,AUDL 2018,CharliE,Charlie Eide,Charlie Eide,Adam Choi,Cam Bailey,0.736842105
3397,Seattle Cascades,AUDL 2015,Chen D,Dongyang Chen,Will Chen,Dongyang Chen,John Stacey,0.421052632
3398,Seattle Cascades,AUDL 2016,Chen Dy,Dongyang Chen,Will Chen,Kieran Kelly,Dongyang Chen,0.4
3399,Seattle Cascades,AUDL 2015,Chen W,Will Chen,Will Chen,Dongyang Chen,Spencer Wallis,0.533333333
3400,Seattle Cascades,AUDL 2016,Chen W,Will Chen,Will Chen,Dongyang Chen,Spencer Wallis,0.533333333
3401,Seattle Cascades,AUDL 2015,Chen- D,Dongyang Chen,Will Chen,Dongyang Chen,John Stacey,0.4
3402,Seattle Cascades,AUDL 2016,Childs J,,Phil Murray,Chris Vandervoort,Will Chen,0.421052632
3403,Seattle Cascades,AUDL 2015,Clark D,Donnie Clark,Donnie Clark,Zack Smith,Tyler Kinley,0.526315789
3404,Seattle Cascades,AUDL 2016,Clark D,Donnie Clark,Donnie Clark,Mark Burton,Zack Smith,0.526315789
3405,Seattle Cascades,AUDL 2015,Cook S,Sam Cook,Sam Cook,Zack Smith,Joe Sefton,0.571428571
3406,Seattle Cascades,AUDL 2017,Daniel M,Daniel Montoya,Daniel Montoya,Donnie Clark,Sam Pickel,0.727272727
3407,Seattle Cascades,AUDL 2018,Dennis C,Dennis Casio,Dennis Casio,Stephanie Lim,Reed Hendrickson,0.8
3408,Seattle Cascades,AUDL 2018,Derek M,Derek Mourad,Derek Mourad,Nick Mahan,Marc Munoz,0.736842105
3409,Seattle Cascades,AUDL 2017,Donnie C,Donnie Clark,Donnie Clark,Daniel Montoya,Zhi Chen,0.8
3410,Seattle Cascades,AUDL 2016,Duffel A,Alex Duffel,Alex Duffel,Duncan Linn,Matt Russell,0.631578947
3411,Seattle Cascades,AUDL 2018,Eddie H,Eddie Harmoush,Eddie Harmoush,Kodi Smart,Brad Houser,0.666666667
3412,Seattle Cascades,AUDL 2018,EddieH,Eddie Harmoush,Eddie Harmoush,,,0.6
3413,Seattle Cascades,AUDL 2017,Evan K,Evan Klein,Evan Klein,Tianchuan Yen,Daniel Montoya,0.75
3414,Seattle Cascades,AUDL 2015,Farwel R,Robbie Farwell,Robbie Farwell,Zane Rankin,Matthew Rehder,0.545454545
3415,Seattle Cascades,AUDL 2016,Farwel R,Robbie Farwell,Robbie Farwell,Zane Rankin,Matthew Rehder,0.545454545
3416,Seattle Cascades,AUDL 2015,Fox B,,Frank Barich,Mario O'Brien,,0.352941176
3417,Seattle Cascades,AUDL 2016,FrucherG,Gabe Fruchter,Gabe Fruchter,Mark Burton,,0.666666667
3418,Seattle Cascades,AUDL 2016,Gehret T,Tim Gehret,Tim Gehret,Xtehn Titcomb,Kieran Kelly,0.666666667
3419,Seattle Cascades,AUDL 2018,Hai Tran,Hai Trang,Hai Trang,Nick Mahan,Marc Munoz,0.941176471
3420,Seattle Cascades,AUDL 2015,Harkne S,Sam Harkness,Sam Harkness,Zack Smith,Zane Rankin,0.6
3421,Seattle Cascades,AUDL 2016,Harkne S,Sam Harkness,Sam Harkness,Zack Smith,Husayn Carnegie,0.6
3422,Seattle Cascades,AUDL 2015,Hart S,Sam Hart,Sam Hart,Zack Smith,Adam Simon,0.571428571
3423,Seattle Cascades,AUDL 2016,Hart S,Sam Hart,Sam Hart,Zack Smith,Adam Simon,0.571428571
3424,Seattle Cascades,AUDL 2015,Hausma J,Julian Hausman,Julian Hausman,Sam Cook,Sam Lehman,0.545454545
3425,Seattle Cascades,AUDL 2017,Henry P,Henry Phan,Henry Phan,Ben Snell,Reed Hendrickson,0.823529412
3426,Seattle Cascades,AUDL 2018,Henry S,Henry Schneider,Henry Schneider,Ryan Segal,Ben Miller,0.636363636
3427,Seattle Cascades,AUDL 2018,HenryS,Henry Schneider,Henry Schneider,Ben Miller,Reed Hendrickson,0.571428571
3428,Seattle Cascades,AUDL 2015,Herold W,Will Herold,Will Herold,Vehro Titcomb,Spencer Wallis,0.631578947
3429,Seattle Cascades,AUDL 2016,Herold W,Will Herold,Will Herold,Spencer Wallis,Reid Koss,0.631578947
3430,Seattle Cascades,AUDL 2015,Hirnin N,Nicholas Hirning,Nicholas Hirning,Justin Lim,Zane Rankin,0.5
3431,Seattle Cascades,AUDL 2015,Illian R,Ray Illian,Ray Illian,Julian Hausman,Zane Rankin,0.666666667
3432,Seattle Cascades,AUDL 2017,Jesse B,Jesse Bolton,Jesse Bolton,Ben Beehner,Sam Harkness,0.736842105
3433,Seattle Cascades,AUDL 2017,John D,John Doherty,John Doherty,John Stacey,John Randolph,0.666666667
3434,Seattle Cascades,AUDL 2018,John D,John Doherty,John Doherty,John Quandt,John Randolph,0.666666667
3435,Seattle Cascades,AUDL 2018,John Q,John Quandt,John Quandt,John Doherty,John Randolph,0.705882353
3436,Seattle Cascades,AUDL 2017,John R,John Randolph,John Randolph,John Stacey,John Doherty,0.631578947
3437,Seattle Cascades,AUDL 2018,John R,John Randolph,John Randolph,John Quandt,John Doherty,0.631578947
3438,Seattle Cascades,AUDL 2018,JohnD,John Doherty,John Doherty,John Quandt,John Randolph,0.588235294
3439,Seattle Cascades,AUDL 2018,JohnQ,John Quandt,John Quandt,John Doherty,John Randolph,0.625
3440,Seattle Cascades,AUDL 2017,Johnny,John Stacey,John Stacey,John Doherty,John Randolph,0.588235294
3441,Seattle Cascades,AUDL 2015,Karlin D,Danny Karlinsky,Danny Karlinsky,Ray Illian,Mario O'Brien,0.52173913
3442,Seattle Cascades,AUDL 2016,Karlin D,Danny Karlinsky,Danny Karlinsky,Kieran Kelly,Mario O'Brien,0.52173913
3443,Seattle Cascades,AUDL 2016,Kelly K,Kieran Kelly,Kieran Kelly,Ky Lewis,Will Chen,0.526315789
3444,Seattle Cascades,AUDL 2017,Khalif E,Khalif El-Salaam,Khalif El-Salaam,Zhi Chen,Michael Cavenaugh,0.666666667
3445,Seattle Cascades,AUDL 2015,Kinley T,Tyler Kinley,Tyler Kinley,Will Chen,Aly Lenon,0.6
3446,Seattle Cascades,AUDL 2018,Kodi S,Kodi Smart,Kodi Smart,Eddie Harmoush,,0.75
3447,Seattle Cascades,AUDL 2018,KodiS,Kodi Smart,Kodi Smart,,,0.666666667
3448,Seattle Cascades,AUDL 2015,Koss R,Reid Koss,Reid Koss,Tom Rosatto,Logan Weiss,0.533333333
3449,Seattle Cascades,AUDL 2016,Koss R,Reid Koss,Reid Koss,Jesse Bolton,,0.533333333
3450,Seattle Cascades,AUDL 2015,Lehman S,Sam Lehman,Sam Lehman,Logan Weiss,John Stacey,0.666666667
3451,Seattle Cascades,AUDL 2015,Lenon A,Aly Lenon,Aly Lenon,Logan Weiss,Sam Lehman,0.625
3452,Seattle Cascades,AUDL 2016,Lenon A,Aly Lenon,Aly Lenon,Ben Snell,Joe Sefton,0.625
3453,Seattle Cascades,AUDL 2016,Lewis Ky,Ky Lewis,Ky Lewis,Reid Koss,Kieran Kelly,0.625
3454,Seattle Cascades,AUDL 2016,Li Tommy,Tommy Li,Tommy Li,Xtehn Titcomb,Reid Koss,0.625
3455,Seattle Cascades,AUDL 2015,Lim,Justin Lim,Justin Lim,Adam Simon,,0.461538462
3456,Seattle Cascades,AUDL 2015,Lim J,Justin Lim,Justin Lim,Sam Hart,Sam Cook,0.4
3457,Seattle Cascades,AUDL 2015,Linn D,Duncan Linn,Duncan Linn,Justin Lim,Logan Weiss,0.470588235
3458,Seattle Cascades,AUDL 2016,Linn D,Duncan Linn,Duncan Linn,Kieran Kelly,Donnie Clark,0.470588235
3459,Seattle Cascades,AUDL 2018,Manny E,Manuel Eckert,Manuel Eckert,Morgan Higgins,Ryan Segal,0.5
3460,Seattle Cascades,AUDL 2018,Marc M,Marc Munoz,Marc Munoz,Mark Burton,Nick Mahan,0.75
3461,Seattle Cascades,AUDL 2018,MarcM,Marc Munoz,Marc Munoz,Mark Burton,Manuel Eckert,0.666666667
3462,Seattle Cascades,AUDL 2017,Mario O,Mario O'Brien,Mario O'Brien,Mark Burton,Matt Russell,0.7
3463,Seattle Cascades,AUDL 2017,Mark B,Mark Burton,Mark Burton,Mario O'Brien,Zack Smith,0.705882353
3464,Seattle Cascades,AUDL 2018,Mark B,Mark Burton,Mark Burton,Marc Munoz,Cameron Baker,0.705882353
3465,Seattle Cascades,AUDL 2018,MarkB,Mark Burton,Mark Burton,Marc Munoz,Manuel Eckert,0.625
3466,Seattle Cascades,AUDL 2017,Matt R,Matt Rehder,Matt Russell,Mark Burton,Mitch Kulczak,0.705882353
