id,Teamname,Tournament,Username,PlayerName
2953,San Diego Growlers,AUDL 2015,Helms K,Kory Helms
2954,San Diego Growlers,AUDL 2016,Horowitz,Mischa Horowitz
2955,San Diego Growlers,AUDL 2016,Hume,Maxwell Hume
2956,San Diego Growlers,AUDL 2017,Hume,Maxwell Hume
2957,San Diego Growlers,AUDL 2018,Hume,Maxwell Hume
2958,San Diego Growlers,AUDL 2018,Huppert,Joey Huppert
2959,San Diego Growlers,AUDL 2016,Ivers,Zeke Ivers
2960,San Diego Growlers,AUDL 2017,Ivers,Zeke Ivers
2961,San Diego Growlers,AUDL 2018,Ivers,Zeke Ivers
2962,San Diego Growlers,AUDL 2015,Kirkla C,Cody Kirkland
2963,San Diego Growlers,AUDL 2016,Kirkland,Cody Kirkland
2964,San Diego Growlers,AUDL 2017,Kohl,Josh Kohl
2965,San Diego Growlers,AUDL 2018,Kohl,Josh Kohl
2966,San Diego Growlers,AUDL 2018,Lacy,Ryan Lacy
2967,San Diego Growlers,AUDL 2015,Lance N,Nick Lance
2968,San Diego Growlers,AUDL 2016,Leggio,Dom Leggio
2969,San Diego Growlers,AUDL 2017,Leggio,Dom Leggio
2970,San Diego Growlers,AUDL 2018,Leggio,Dom Leggio
2971,San Diego Growlers,AUDL 2015,Leggio D,Dom Leggio
2972,San Diego Growlers,AUDL 2016,Lenta,Ross Lenta
2973,San Diego Growlers,AUDL 2015,Lenta R,Ross Lenta
2974,San Diego Growlers,AUDL 2016,Liu,Chris Liu
2975,San Diego Growlers,AUDL 2015,Mickle J,Jimmy Mickle
2976,San Diego Growlers,AUDL 2015,Milard S,Steven Milardovich
2977,San Diego Growlers,AUDL 2016,Milardov,Steven Milardovich
2978,San Diego Growlers,AUDL 2017,Milardov,Steven Milardovich
2979,San Diego Growlers,AUDL 2018,Milardov,Steven Milardovich
2980,San Diego Growlers,AUDL 2017,Minyen,Nick Minyen
2981,San Diego Growlers,AUDL 2015,Nicker J,Nick Lance
2982,San Diego Growlers,AUDL 2016,Nickerso,Josh Nickerson
2983,San Diego Growlers,AUDL 2018,Okita,Tim Okita
2984,San Diego Growlers,AUDL 2016,Olson,Kyle Olson
2985,San Diego Growlers,AUDL 2018,Osborne,Marcel Osborne
2986,San Diego Growlers,AUDL 2016,Overrigh,Pete Overright
2987,San Diego Growlers,AUDL 2017,Page,Nate Page
2988,San Diego Growlers,AUDL 2018,Page,Nate Page
2989,San Diego Growlers,AUDL 2016,Parisi,Matt Parisi
2990,San Diego Growlers,AUDL 2017,Parisi,Matt Parisi
2991,San Diego Growlers,AUDL 2018,Parisi,Matt Parisi
2992,San Diego Growlers,AUDL 2015,Parisi M,Matt Parisi
2993,San Diego Growlers,AUDL 2016,Purdy,Trevor Purdy
2994,San Diego Growlers,AUDL 2017,Purdy,Trevor Purdy
2995,San Diego Growlers,AUDL 2018,Purdy,Trevor Purdy
2996,San Diego Growlers,AUDL 2015,Purdy T,Trevor Purdy
2997,San Diego Growlers,AUDL 2018,Radlauer,Scott Radlauer
2998,San Diego Growlers,AUDL 2017,Ritchie,David Richie
2999,San Diego Growlers,AUDL 2018,Ritchie,David Richie
3000,San Diego Growlers,AUDL 2017,Rubin,Kyle Rubin
3001,San Diego Growlers,AUDL 2018,Rubin,Kyle Rubin
3002,San Diego Growlers,AUDL 2015,Sammon A,Andy Sammons
3003,San Diego Growlers,AUDL 2016,Sammons,Andy Sammons
3004,San Diego Growlers,AUDL 2017,Silverma,Jeff Silverman
3005,San Diego Growlers,AUDL 2016,Slader,Mark Slader
3006,San Diego Growlers,AUDL 2017,Slader,Mark Slader
3007,San Diego Growlers,AUDL 2018,Slader,Mark Slader
3008,San Diego Growlers,AUDL 2015,Slaugh R,Ryan Slaughter
3009,San Diego Growlers,AUDL 2016,Slaughte,Ryan Slaughter
3010,San Diego Growlers,AUDL 2017,Slaughte,Ryan Slaughter
3011,San Diego Growlers,AUDL 2018,Slaughte,Ryan Slaughter
3012,San Diego Growlers,AUDL 2016,Smith,Kevin Smith
3013,San Diego Growlers,AUDL 2017,Smith,Kevin Smith
3014,San Diego Growlers,AUDL 2018,Smith,Kyle Smith
3015,San Diego Growlers,AUDL 2017,Smith Ky,Kyle Smith
3016,San Diego Growlers,AUDL 2015,Smith N,Nicholas Smith
3017,San Diego Growlers,AUDL 2017,Tran,Michael Tran
3018,San Diego Growlers,AUDL 2018,Tran,Michael Tran
3019,San Diego Growlers,AUDL 2017,Turner,Will Turner
3020,San Diego Growlers,AUDL 2018,Turner,Will Turner
3021,San Diego Growlers,AUDL 2015,Woovon N,Nicholas Woo VonHoogens
3022,San Diego Growlers,AUDL 2016,Wu,Casey Wu
3023,San Diego Growlers,AUDL 2017,Wu,Casey Wu
3024,San Diego Growlers,AUDL 2015,Wu C,Casey Wu
3025,San Diego Growlers,AUDL 2016,Zid,Brian Zid
3026,San Diego Growlers,AUDL 2017,Zid,Brian Zid
3027,San Francisco FlameThrowers,AUDL 2018,A-Grande,Alex Grande
3028,San Francisco FlameThrowers,AUDL 2018,A-Max,Alexander Max
3029,San Francisco FlameThrowers,AUDL 2018,A-Pan,Alex Pan
3030,San Francisco FlameThrowers,AUDL 2014,Adam R,Adam Raty
3031,San Francisco FlameThrowers,AUDL 2014,Alex E,Alex E
3032,San Francisco FlameThrowers,AUDL 2014,Alex N,Alex Nord
3033,San Francisco FlameThrowers,AUDL 2018,Andrew,Andrew Berry
3034,San Francisco FlameThrowers,AUDL 2014,Andrew H,Andrew Hagen
3035,San Francisco FlameThrowers,AUDL 2018,Antoine,Antoine Davis
3036,San Francisco FlameThrowers,AUDL 2016,Baylis,Patrick Baylis
3037,San Francisco FlameThrowers,AUDL 2017,Baylis,Patrick Baylis
3038,San Francisco FlameThrowers,AUDL 2017,Beau,Beau Kittredge
3039,San Francisco FlameThrowers,AUDL 2018,Ben,Ben Scharfstein
3040,San Francisco FlameThrowers,AUDL 2015,Bouche E,Evan Boucher
3041,San Francisco FlameThrowers,AUDL 2015,Boucher,Evan Boucher
3042,San Francisco FlameThrowers,AUDL 2014,Brando F,Brandon Fein
3043,San Francisco FlameThrowers,AUDL 2018,Brandon,Brandon Canonizado
3044,San Francisco FlameThrowers,AUDL 2018,Byron,Byron Liu
3045,San Francisco FlameThrowers,AUDL 2016,Cahill,Robert Cahill
3046,San Francisco FlameThrowers,AUDL 2017,Cahill,Robert Cahill
3047,San Francisco FlameThrowers,AUDL 2018,Cameron,Cameron Beck
3048,San Francisco FlameThrowers,AUDL 2017,Cass,Cassidy Rasmussen
3049,San Francisco FlameThrowers,AUDL 2014,Cass R,Cassidy Rasmussen
3050,San Francisco FlameThrowers,AUDL 2014,Cecil Q,Cecil Qiu
3051,San Francisco FlameThrowers,AUDL 2015,Chatte S,Sam Chatterton-Kirchmeier
3052,San Francisco FlameThrowers,AUDL 2015,Chialv F,Federico Chialvo
3053,San Francisco FlameThrowers,AUDL 2016,Chialvo,Federico Chialvo
3054,San Francisco FlameThrowers,AUDL 2014,Chris K,Chris Kosednar
3055,San Francisco FlameThrowers,AUDL 2014,Chuck C,Chuck Cao
3056,San Francisco FlameThrowers,AUDL 2014,Clay M,Clay Miller
3057,San Francisco FlameThrowers,AUDL 2016,Cocks,Kevin Cocks
3058,San Francisco FlameThrowers,AUDL 2017,Cocks,Kevin Cocks
3059,San Francisco FlameThrowers,AUDL 2018,Cody,Cody Kirkland
3060,San Francisco FlameThrowers,AUDL 2016,Cohen,Greg Cohen
3061,San Francisco FlameThrowers,AUDL 2017,Cohen,Greg Cohen
3062,San Francisco FlameThrowers,AUDL 2018,Cullen,Cullen Coyne
3063,San Francisco FlameThrowers,AUDL 2018,DaDa,
3064,San Francisco FlameThrowers,AUDL 2015,Dallma L,Lucas Dallmann
3065,San Francisco FlameThrowers,AUDL 2016,Dallmann,Lucas Dallmann
3066,San Francisco FlameThrowers,AUDL 2017,Dallmann,Lucas Dallmann
3067,San Francisco FlameThrowers,AUDL 2014,Dan G,Dan Gillick
3068,San Francisco FlameThrowers,AUDL 2017,Davis,Antoine Davis
3069,San Francisco FlameThrowers,AUDL 2018,Devon,Devon Williams
3070,San Francisco FlameThrowers,AUDL 2018,Eli,Eli Kerns
3071,San Francisco FlameThrowers,AUDL 2014,Eli J,Eli Janin
3072,San Francisco FlameThrowers,AUDL 2018,Ellen,Ellen Rim
3073,San Francisco FlameThrowers,AUDL 2018,Elliott,Elliott Chartock
3074,San Francisco FlameThrowers,AUDL 2014,Eric G,Eric Greenwood
3075,San Francisco FlameThrowers,AUDL 2017,Evang,Alex Evangelides
3076,San Francisco FlameThrowers,AUDL 2015,Fein B,Brandon Fein
3077,San Francisco FlameThrowers,AUDL 2016,Gilligan,Tim Gilligan
3078,San Francisco FlameThrowers,AUDL 2018,Gina,Gina Schumacher
3079,San Francisco FlameThrowers,AUDL 2017,Givol,Lior Givol
3080,San Francisco FlameThrowers,AUDL 2015,Gormle R,Robert Gormley
3081,San Francisco FlameThrowers,AUDL 2016,Gormley,Robert Gormley
3082,San Francisco FlameThrowers,AUDL 2015,Greenb J,Josh Greenough
3083,San Francisco FlameThrowers,AUDL 2016,Greenwoo,Eric Greenwood
3084,San Francisco FlameThrowers,AUDL 2018,Greenwoo,Eric Greenwood
3085,San Francisco FlameThrowers,AUDL 2018,Greg,Greg Cohen
3086,San Francisco FlameThrowers,AUDL 2014,Greg M,Greg Marliave
3087,San Francisco FlameThrowers,AUDL 2016,Hagen,Andrew Hagen
3088,San Francisco FlameThrowers,AUDL 2017,Hagen,Andrew Hagen
3089,San Francisco FlameThrowers,AUDL 2016,Higgins,Simon Higgins
3090,San Francisco FlameThrowers,AUDL 2015,Hubbar B,Ben Hubbard
3091,San Francisco FlameThrowers,AUDL 2018,Hunter,Hunter Corbett
3092,San Francisco FlameThrowers,AUDL 2015,Ikeda C,Casey Ikeda
3093,San Francisco FlameThrowers,AUDL 2018,Jack,Jack Hamner
3094,San Francisco FlameThrowers,AUDL 2018,Jacob,Jacob Greenberg
3095,San Francisco FlameThrowers,AUDL 2014,Jake C,Jake Coleman
3096,San Francisco FlameThrowers,AUDL 2015,Janin E,Eli Janin
3097,San Francisco FlameThrowers,AUDL 2014,Jason Y,Jason Yun
3098,San Francisco FlameThrowers,AUDL 2015,Jeffer J,Jordan Jeffery
3099,San Francisco FlameThrowers,AUDL 2016,Jeffery,Jordan Jeffery
3100,San Francisco FlameThrowers,AUDL 2016,Johnson,Christian Johnson
3101,San Francisco FlameThrowers,AUDL 2017,Johnson,Christian Johnson
3102,San Francisco FlameThrowers,AUDL 2018,Jordan,Jordan Jeffery
3103,San Francisco FlameThrowers,AUDL 2018,Joshua,Joshua Yuan
3104,San Francisco FlameThrowers,AUDL 2017,Joye,Ashlin Joye
3105,San Francisco FlameThrowers,AUDL 2016,Kanner,Sam Kanner
3106,San Francisco FlameThrowers,AUDL 2017,Kanner,Sam Kanner
3107,San Francisco FlameThrowers,AUDL 2015,Kawaok R,Ryo Kawaoka
3108,San Francisco FlameThrowers,AUDL 2018,Kawaoka,Ryo Kawaoka
3109,San Francisco FlameThrowers,AUDL 2016,Kerns,Eli Kerns
3110,San Francisco FlameThrowers,AUDL 2017,Kerns,Eli Kerns
3111,San Francisco FlameThrowers,AUDL 2015,Kerns E,Eli Kerns
3112,San Francisco FlameThrowers,AUDL 2017,Kirkland,Cody Kirkland
3113,San Francisco FlameThrowers,AUDL 2018,Kobe,Kobe
3114,San Francisco FlameThrowers,AUDL 2015,Konker H,Henry Konker
3115,San Francisco FlameThrowers,AUDL 2015,Lahey P,Taylor Lahey
3116,San Francisco FlameThrowers,AUDL 2015,Lahey T,Taylor Lahey
3117,San Francisco FlameThrowers,AUDL 2016,Lang,Barrs Lang
3118,San Francisco FlameThrowers,AUDL 2015,Lang B,Barrs Lang
3119,San Francisco FlameThrowers,AUDL 2018,Lexa,Lexa Stambaugh
3120,San Francisco FlameThrowers,AUDL 2017,Lim,Justin Lim
3121,San Francisco FlameThrowers,AUDL 2017,Lindsley,Grant Lindsley
3122,San Francisco FlameThrowers,AUDL 2018,Lior,Lior Givol
3123,San Francisco FlameThrowers,AUDL 2016,Liu,Byron Liu
3124,San Francisco FlameThrowers,AUDL 2017,Liu,Byron Liu
3125,San Francisco FlameThrowers,AUDL 2014,Lucas D,Lucas Dallmann
3126,San Francisco FlameThrowers,AUDL 2014,Lucas Y,Lucas Young
3127,San Francisco FlameThrowers,AUDL 2016,Madden,Bob Madden
3128,San Francisco FlameThrowers,AUDL 2015,Madden B,Bob Madden
3129,San Francisco FlameThrowers,AUDL 2017,Marcelo,Marcelo Sanchez
3130,San Francisco FlameThrowers,AUDL 2018,Marcelo,Marcelo Sanchez
3131,San Francisco FlameThrowers,AUDL 2016,Marcy,Jordan Marcy
3132,San Francisco FlameThrowers,AUDL 2017,Marcy,Jordan Marcy
3133,San Francisco FlameThrowers,AUDL 2015,Marlia G,Greg Marliave
3134,San Francisco FlameThrowers,AUDL 2016,Marliave,Greg Marliave
3135,San Francisco FlameThrowers,AUDL 2018,Max,Max Perham
3136,San Francisco FlameThrowers,AUDL 2014,Mike K,Mike K
3137,San Francisco FlameThrowers,AUDL 2016,Miller,Clay Miller
3138,San Francisco FlameThrowers,AUDL 2015,Miller C,Clay Miller
3139,San Francisco FlameThrowers,AUDL 2017,Miller S,Scott Miller
3140,San Francisco FlameThrowers,AUDL 2015,Naruo D,Daniel Naruo
3141,San Francisco FlameThrowers,AUDL 2018,Natasha,Natasha Won
3142,San Francisco FlameThrowers,AUDL 2014,Nick S,Nick Schlag
3143,San Francisco FlameThrowers,AUDL 2018,Nolan,Nolan Walsh
3144,San Francisco FlameThrowers,AUDL 2015,Nord A,Alex Nord
3145,San Francisco FlameThrowers,AUDL 2014,Pat B,Patrick Baylis
3146,San Francisco FlameThrowers,AUDL 2017,Petersen,Brett Petersen
3147,San Francisco FlameThrowers,AUDL 2018,Phil,Phil Chang
3148,San Francisco FlameThrowers,AUDL 2014,Purdy Z,Zack Purdy
3149,San Francisco FlameThrowers,AUDL 2015,Purdy Z,Zack Purdy
3150,San Francisco FlameThrowers,AUDL 2018,Raj,Raj Maitra
3151,San Francisco FlameThrowers,AUDL 2016,Raty,Adam Raty
3152,San Francisco FlameThrowers,AUDL 2015,Raty A,Adam Raty
3153,San Francisco FlameThrowers,AUDL 2017,Reinhart,Seth Reinhardt
3154,San Francisco FlameThrowers,AUDL 2015,Richar A,Aaron Richards
3155,San Francisco FlameThrowers,AUDL 2017,Rico,Federico Chialvo
3156,San Francisco FlameThrowers,AUDL 2018,Robot,
3157,San Francisco FlameThrowers,AUDL 2014,Ryo K,Ryo Kawaoka
3158,San Francisco FlameThrowers,AUDL 2018,Sam,Sam Swink
3159,San Francisco FlameThrowers,AUDL 2014,Sam C-K,Sam Chatterton-Kirchmeier
3160,San Francisco FlameThrowers,AUDL 2014,Sam K,Sam Kanner
3161,San Francisco FlameThrowers,AUDL 2016,Sanchez,Marcelo Sanchez
3162,San Francisco FlameThrowers,AUDL 2016,Schlache,Joel Schlachet
3163,San Francisco FlameThrowers,AUDL 2017,Schlacht,Joel Schlachet
3164,San Francisco FlameThrowers,AUDL 2018,Schlag,Nick Schlag
3165,San Francisco FlameThrowers,AUDL 2018,Skylohr,Skylohr Taylor
3166,San Francisco FlameThrowers,AUDL 2015,Slovan N,Nick Slovan
3167,San Francisco FlameThrowers,AUDL 2016,Spear,Michael Spear
3168,San Francisco FlameThrowers,AUDL 2017,Spear,Michael Spear
3169,San Francisco FlameThrowers,AUDL 2015,Sugiok K,Kohji Sugioka
3170,San Francisco FlameThrowers,AUDL 2017,Sung Mat,Matty Sung
3171,San Francisco FlameThrowers,AUDL 2015,Surman A,Alec Surmani
3172,San Francisco FlameThrowers,AUDL 2016,Swink,Sam Swink
3173,San Francisco FlameThrowers,AUDL 2017,Swink,Sam Swink
3174,San Francisco FlameThrowers,AUDL 2015,Swink S,Sam Swink
3175,San Francisco FlameThrowers,AUDL 2017,Taylor,Skylohr Taylor
3176,San Francisco FlameThrowers,AUDL 2014,Taylor L,Taylor Lahey
3177,San Francisco FlameThrowers,AUDL 2017,Thompson,Sawyer Thompson
3178,San Francisco FlameThrowers,AUDL 2018,Tommy,Tommy Lin
3179,San Francisco FlameThrowers,AUDL 2018,Vincenzo,Vincenzo Vitiello
3180,San Francisco FlameThrowers,AUDL 2017,Vitiello,Vincenzo Vitiello
3181,San Francisco FlameThrowers,AUDL 2017,Walsh,Nolan Walsh
3182,San Francisco FlameThrowers,AUDL 2016,White,Nathan White
3183,San Francisco FlameThrowers,AUDL 2017,White,Nathan White
3184,San Francisco FlameThrowers,AUDL 2017,Williams,Devon Williams
3185,San Francisco FlameThrowers,AUDL 2016,Wynne,Russell Wynne
3186,San Francisco FlameThrowers,AUDL 2018,Xander,Alexander Max
3187,San Francisco FlameThrowers,AUDL 2015,Young L,Lucas Young
3188,San Francisco FlameThrowers,AUDL 2016,Yun,Jason Yun
3189,San Francisco FlameThrowers,AUDL 2015,Yun J,Jason Yun
3190,San Francisco FlameThrowers,AUDL 2016,Zaccaro,Sonny Zaccaro
3191,San Francisco FlameThrowers,AUDL 2014,Zach P,Zack Purdy
3192,San Francisco FlameThrowers,AUDL 2014,Zack T,Zack Travis
3193,San Francisco FlameThrowers,AUDL 2014,Zane R,Zane Rankin
3194,San Jose Spiders,AUDL 2016,AJ L,AJ Lemons
3195,San Jose Spiders,AUDL 2018,Adams T,Tommy Adams
3196,San Jose Spiders,AUDL 2017,Alec S,Alec Surmani
3197,San Jose Spiders,AUDL 2016,Andrew B,Andrew Berry
3198,San Jose Spiders,AUDL 2017,Andrew B,Andrew Berry
3199,San Jose Spiders,AUDL 2016,Andrew M,Andrew Moore
3200,San Jose Spiders,AUDL 2017,Andrew M,Andrew Moore
3201,San Jose Spiders,AUDL 2016,Andy S,Andy Smith
3202,San Jose Spiders,AUDL 2017,Andy S,Andy Smith
3203,San Jose Spiders,AUDL 2016,AriW,Ari Weitzman
3204,San Jose Spiders,AUDL 2014,Ashlin J,Ashlin Joye
3205,San Jose Spiders,AUDL 2014,Aubrey D,Aubrey Davis
3206,San Jose Spiders,AUDL 2014,Beau K,Beau Kittredge
3207,San Jose Spiders,AUDL 2016,Ben S,Ben Souvey
3208,San Jose Spiders,AUDL 2016,Brando F,Brandon Fein
3209,San Jose Spiders,AUDL 2017,Brando F,Brandon Fein
3210,San Jose Spiders,AUDL 2014,Brett P,Brett Petersen
3211,San Jose Spiders,AUDL 2016,Brett P,Brett Petersen
3212,San Jose Spiders,AUDL 2015,Brown A,Adam Brown
3213,San Jose Spiders,AUDL 2015,Cao C,Chuck Cao
3214,San Jose Spiders,AUDL 2018,Chang,Steven Chang
3215,San Jose Spiders,AUDL 2018,Checho,
3216,San Jose Spiders,AUDL 2017,Chris C,Chris Cogswell
3217,San Jose Spiders,AUDL 2014,Chris F,Chris Farina
3218,San Jose Spiders,AUDL 2016,Chuck C,Chuck Cao
3219,San Jose Spiders,AUDL 2017,Chuck C,Chuck Cao
3220,San Jose Spiders,AUDL 2015,Cocks K,Kevin Cocks
3221,San Jose Spiders,AUDL 2015,Cohen G,Greg Cohen
3222,San Jose Spiders,AUDL 2018,Condit,Tyler Condit
3223,San Jose Spiders,AUDL 2015,Crawfo M,Matthew Crawford
3224,San Jose Spiders,AUDL 2018,Crawford,Matthew Crawford
3225,San Jose Spiders,AUDL 2014,Daniel N,Daniel Naruo
3226,San Jose Spiders,AUDL 2016,David A,David Abram
3227,San Jose Spiders,AUDL 2017,David A,David Abram
3228,San Jose Spiders,AUDL 2014,Devon A,Devon Anderson
3229,San Jose Spiders,AUDL 2015,Dillow L,Lucas Dillow
3230,San Jose Spiders,AUDL 2017,Drew K,Drew Kim
3231,San Jose Spiders,AUDL 2018,Earley,Shane Earley
3232,San Jose Spiders,AUDL 2016,Ed Y,Ed Yanosik
3233,San Jose Spiders,AUDL 2016,Eli G,Eli Graves
3234,San Jose Spiders,AUDL 2014,Eli K,Eli Kerns
3235,San Jose Spiders,AUDL 2016,Ethan F,Ethan Falat
3236,San Jose Spiders,AUDL 2017,Ethan F,Ethan Falat
3237,San Jose Spiders,AUDL 2016,Evan B,Evan Brydon
3238,San Jose Spiders,AUDL 2017,Evan Bo,Evan Boucher
3239,San Jose Spiders,AUDL 2017,Evan Br,Evan Brydon
3240,San Jose Spiders,AUDL 2018,Falat,Ethan Falat
3241,San Jose Spiders,AUDL 2015,Falat E,Ethan Falat
3242,San Jose Spiders,AUDL 2015,Farina C,Chris Farina
3243,San Jose Spiders,AUDL 2014,Federi C,Federico Chialvo
3244,San Jose Spiders,AUDL 2018,Fein,Brandon Fein
3245,San Jose Spiders,AUDL 2015,Grant T,Tyler Grant
3246,San Jose Spiders,AUDL 2014,Greg C,Greg Cohen
3247,San Jose Spiders,AUDL 2015,Guerre X,Xtian Guerrero
3248,San Jose Spiders,AUDL 2015,Ham S,Sean Ham
3249,San Jose Spiders,AUDL 2018,Hammer D,David Hammer
3250,San Jose Spiders,AUDL 2018,Hernande,Gabriel Hernandez
3251,San Jose Spiders,AUDL 2015,Higgin S,Simon Higgins
3252,San Jose Spiders,AUDL 2018,Hirning,Nicholas Hirning
3253,San Jose Spiders,AUDL 2017,Ian M,Ian Meyer
3254,San Jose Spiders,AUDL 2017,Ian S,Ian Sweeney
3255,San Jose Spiders,AUDL 2016,Jackso S,Jackson Stearns
3256,San Jose Spiders,AUDL 2017,Jackso S,Jackson Stearns
3257,San Jose Spiders,AUDL 2017,Jacob S,Jacob Serano
3258,San Jose Spiders,AUDL 2018,Jaffe,Matt Jaffe
3259,San Jose Spiders,AUDL 2015,Jaffe M,Matt Jaffe
3260,San Jose Spiders,AUDL 2017,Jake T,Jake Tozer
3261,San Jose Spiders,AUDL 2016,James P,James Pollard
3262,San Jose Spiders,AUDL 2017,James Y,James Yeager
3263,San Jose Spiders,AUDL 2014,Jeff S,Jeffrey Silverman
3264,San Jose Spiders,AUDL 2017,Jeremy K,Jeremy Kharrazi
3265,San Jose Spiders,AUDL 2014,John B,John Bergen
3266,San Jose Spiders,AUDL 2015,Johnso C,Christian Johnson
3267,San Jose Spiders,AUDL 2016,Jon G,Jon Greenberg
3268,San Jose Spiders,AUDL 2017,Jon G,Jon Greenberg
3269,San Jose Spiders,AUDL 2018,Josh K,Joshuah Kapilivsky
3270,San Jose Spiders,AUDL 2016,Josiah M,Josiah Mort
3271,San Jose Spiders,AUDL 2015,Joye A,Ashlin Joye
3272,San Jose Spiders,AUDL 2016,Justin N,Justin Norden
3273,San Jose Spiders,AUDL 2017,Justin N,Justin Norden
3274,San Jose Spiders,AUDL 2016,Kelly V,Kelly Van Arsdale
3275,San Jose Spiders,AUDL 2017,Kelly V,Kelly Van Arsdale
3276,San Jose Spiders,AUDL 2014,Kevin A,Kevin Aha
3277,San Jose Spiders,AUDL 2014,Kevin C,Kevin Cocks
3278,San Jose Spiders,AUDL 2014,Kevin S,Kevin Smith
3279,San Jose Spiders,AUDL 2016,Kevin S,Kevin Smith
3280,San Jose Spiders,AUDL 2018,Kharrazi,Jeremy Kharrazi
3281,San Jose Spiders,AUDL 2015,Kittre B,Beau Kittredge
3282,San Jose Spiders,AUDL 2015,Klevec A,Ariel Klevecz
3283,San Jose Spiders,AUDL 2016,Kohji S,Kohji Sugioka
3284,San Jose Spiders,AUDL 2014,Kris T,Kris Thomson
3285,San Jose Spiders,AUDL 2018,Kunz S,Sam Kunz
3286,San Jose Spiders,AUDL 2014,Kurt G,Kurt Gibson
3287,San Jose Spiders,AUDL 2016,Kyle S,Kyle Smith
3288,San Jose Spiders,AUDL 2016,Kyle T,Kyle Terriere
3289,San Jose Spiders,AUDL 2018,Lassett,Thomas Lassetter
3290,San Jose Spiders,AUDL 2016,Lauchl R,Lauchlan Robertson
3291,San Jose Spiders,AUDL 2018,Levinsky,Ben Levinsky
3292,San Jose Spiders,AUDL 2018,Lin M,Mark Lin
3293,San Jose Spiders,AUDL 2016,Lior G,Lior Givol
3294,San Jose Spiders,AUDL 2016,Lucas D,Lucas Dallmann
3295,San Jose Spiders,AUDL 2014,Marcel S,Marcelo Sanchez
3296,San Jose Spiders,AUDL 2015,Marcy J,Jordan Marcy
3297,San Jose Spiders,AUDL 2014,Mark E,Mark Elbogen
3298,San Jose Spiders,AUDL 2016,Matt J,Matt Jaffe
3299,San Jose Spiders,AUDL 2017,Matt J,Matt Jaffe
3300,San Jose Spiders,AUDL 2016,Matthe C,Matthew Crawford
3301,San Jose Spiders,AUDL 2017,Matthe C,Matthew Crawford
3302,San Jose Spiders,AUDL 2016,Matthe H,Matthew Heffernan
3303,San Jose Spiders,AUDL 2014,Matthe N,Matthew Natali
3304,San Jose Spiders,AUDL 2016,Matthe N,Matthew Natali
3305,San Jose Spiders,AUDL 2014,Michae K,Michael Kiyoi
3306,San Jose Spiders,AUDL 2017,Mike D,Mike Dirda
3307,San Jose Spiders,AUDL 2018,Moore,Andrew Moore
3308,San Jose Spiders,AUDL 2018,Morris A,Alexander Morris
3309,San Jose Spiders,AUDL 2018,Murphy N,Nick Murphy
3310,San Jose Spiders,AUDL 2015,Natali M,Matthew Natali
3311,San Jose Spiders,AUDL 2014,Nate B,Nate Bosscher
3312,San Jose Spiders,AUDL 2014,Nathan W,Nathan White
3313,San Jose Spiders,AUDL 2018,Newlin,Sean Newlin
3314,San Jose Spiders,AUDL 2017,Nichol A,Nicholas Alexander
3315,San Jose Spiders,AUDL 2017,Nick M,Nick Murphy
3316,San Jose Spiders,AUDL 2014,Nick R,Nick Raisch
3317,San Jose Spiders,AUDL 2016,Nick R,Nick Raisch
3318,San Jose Spiders,AUDL 2018,Norden,Justin Norden
3319,San Jose Spiders,AUDL 2015,Norden J,Justin Norden
3320,San Jose Spiders,AUDL 2015,Peters B,Brett Petersen
3321,San Jose Spiders,AUDL 2015,Rasmus C,Cassidy Rasmussen
3322,San Jose Spiders,AUDL 2015,Reinha S,Seth Reinhardt
3323,San Jose Spiders,AUDL 2018,Richmond,Jordan Richmond
3324,San Jose Spiders,AUDL 2018,Roach,Brian Roach
3325,San Jose Spiders,AUDL 2015,Roeder S,Scott Roeder
3326,San Jose Spiders,AUDL 2018,Sabin Z,Zach Sabin
3327,San Jose Spiders,AUDL 2017,Sam A,Sam Adamson
3328,San Jose Spiders,AUDL 2015,Sanche M,Marcelo Sanchez
3329,San Jose Spiders,AUDL 2014,Scott R,Scott Roeder
3330,San Jose Spiders,AUDL 2016,Sean H,Sean Ham
3331,San Jose Spiders,AUDL 2017,Sergio P,Sergio Perdomo
3332,San Jose Spiders,AUDL 2016,Seth R,Seth Reinhardt
3333,San Jose Spiders,AUDL 2017,Shane E,Shane Earley
3334,San Jose Spiders,AUDL 2018,Shi A,Aaron Shi
3335,San Jose Spiders,AUDL 2014,Simon H,Simon Higgins
3336,San Jose Spiders,AUDL 2015,Smith K,Kevin Smith
3337,San Jose Spiders,AUDL 2014,Sonny Z,Sonny Zaccaro
3338,San Jose Spiders,AUDL 2017,Sonny Z,Sonny Zaccaro
3339,San Jose Spiders,AUDL 2018,Stearns,Jackson Stearns
3340,San Jose Spiders,AUDL 2014,Steven C,Steven Chang
3341,San Jose Spiders,AUDL 2016,Steven C,Steven Chang
3342,San Jose Spiders,AUDL 2017,Steven C,Steven Chang
3343,San Jose Spiders,AUDL 2018,Surmani,Alec Surmani
3344,San Jose Spiders,AUDL 2018,Thompson,Joe Thompson
3345,San Jose Spiders,AUDL 2018,Tien,Kevin Tien
3346,San Jose Spiders,AUDL 2014,Tim G,Tim Gilligan
3347,San Jose Spiders,AUDL 2016,Tommy A,Tommy Adams
3348,San Jose Spiders,AUDL 2017,Tommy A,Tommy Adams
