,Year,Name,Teamname,Goals,Catches,Drops,Assists,Throws,Completions,Throwaways,Throws Dropped,Throws Recorded with Yardage,Fouls Against,Stalls,Blocks,Callahans,Pulls,Pulls (Out-of-bounds),Pulls Recorded with Yardage,Pulls (Inbounds) Recorded with Yardage,Throwing Yards,Lateral Throwing Yards,Forward Throwing Yards,Pull Yards,Pull Yards (Inbounds),Completion Percentage,Catches Per Goals,Throws Per Assist,Throwaway Percentage,Drop Percentage,Yards Per Throw,Yards Per Pull,Yards Per Pull (Inbounds)
2395,AUDL 2017,Pat Hammonds,Pittsburgh Thunderbirds,8.0,52.0,2.0,2.0,54.0,48.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,6.5,27.0,0.09259259259259259,0.037037037037037035,0.0,0.0,0.0
2396,AUDL 2017,Pat Shriwise,Madison Radicals,15.0,387.0,4.0,19.0,394.0,360.0,23.0,10.0,31.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,513.8,335.40000000000003,268.29999999999995,0.0,0.0,91.37055837563452,25.8,20.736842105263158,0.0583756345177665,0.010230179028132993,16.574193548387097,0.0,0.0
2397,AUDL 2017,Patrick Baylis,San Francisco FlameThrowers,11.0,222.0,0.0,21.0,304.0,288.0,14.0,2.0,0.0,0.0,0.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73684210526315,20.181818181818183,14.476190476190476,0.046052631578947366,0.0,0.0,0.0,0.0
2398,AUDL 2017,Patrick Church,Vancouver Riptide,20.0,81.0,12.0,2.0,60.0,53.0,6.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.33333333333333,4.05,30.0,0.1,0.12903225806451613,0.0,0.0,0.0
2399,AUDL 2017,Patrick Dougherty,Nashville NightWatch,15.0,210.0,6.0,29.0,238.0,205.0,29.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1344537815126,14.0,8.206896551724139,0.12184873949579832,0.027777777777777776,0.0,0.0,0.0
2401,AUDL 2017,Patrick Lindsey,Nashville NightWatch,9.0,60.0,3.0,2.0,56.0,49.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,6.666666666666667,28.0,0.10714285714285714,0.047619047619047616,0.0,0.0,0.0
2402,AUDL 2017,Paul Klimkowski,Philadelphia Phoenix,4.0,182.0,2.0,7.0,252.0,239.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.84126984126983,45.5,36.0,0.051587301587301584,0.010869565217391304,0.0,0.0,0.0
2403,AUDL 2017,Paul Lally,Atlanta Hustle,14.0,116.0,1.0,12.0,110.0,99.0,10.0,1.0,0.0,0.0,0.0,10.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,8.285714285714286,9.166666666666666,0.09090909090909091,0.008547008547008548,0.0,0.0,0.0
2405,AUDL 2017,Paul Renaud,Ottawa Outlaws,10.0,113.0,2.0,9.0,105.0,97.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.38095238095238,11.3,11.666666666666666,0.06666666666666667,0.017391304347826087,0.0,0.0,0.0
2406,AUDL 2017,Paul Tatulea,Toronto Rush,4.0,48.0,1.0,2.0,53.0,46.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79245283018868,12.0,26.5,0.1320754716981132,0.02040816326530612,0.0,0.0,0.0
2407,AUDL 2017,Pawel Janas,Chicago Wildfire,9.0,884.0,7.0,85.0,1035.0,933.0,74.0,28.0,0.0,0.0,0.0,8.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.14492753623189,98.22222222222223,12.176470588235293,0.07149758454106281,0.007856341189674524,0.0,0.0,0.0
2409,AUDL 2017,Peter Graffy,Madison Radicals,28.0,234.0,1.0,31.0,255.0,223.0,21.0,9.0,0.0,0.0,2.0,32.0,0.0,262.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.45098039215686,8.357142857142858,8.225806451612904,0.08235294117647059,0.00425531914893617,0.0,0.0,0.0
2410,AUDL 2017,Peter Yu,Vancouver Riptide,7.0,233.0,2.0,32.0,294.0,267.0,23.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.81632653061224,33.285714285714285,9.1875,0.0782312925170068,0.00851063829787234,0.0,0.0,0.0
2411,AUDL 2017,Phillip Dougherty,Nashville NightWatch,5.0,112.0,5.0,13.0,161.0,145.0,12.0,4.0,0.0,0.0,0.0,6.0,0.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.06211180124224,22.4,12.384615384615385,0.07453416149068323,0.042735042735042736,0.0,0.0,0.0
2412,AUDL 2017,Pierre Lemerle,Ottawa Outlaws,8.0,57.0,0.0,7.0,53.0,45.0,7.0,1.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.90566037735849,7.125,7.571428571428571,0.1320754716981132,0.0,0.0,0.0,0.0
2413,AUDL 2017,Quentin Bonnaud,Montreal Royal,55.0,271.0,5.0,29.0,226.0,210.0,12.0,4.0,192.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2903.2,1509.9,1282.1999999999996,0.0,0.0,92.92035398230088,4.927272727272728,7.793103448275862,0.05309734513274336,0.018115942028985508,15.120833333333332,0.0,0.0
2414,AUDL 2017,Quinn Hunziker,Philadelphia Phoenix,17.0,145.0,1.0,12.0,132.0,110.0,18.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333334,8.529411764705882,11.0,0.13636363636363635,0.00684931506849315,0.0,0.0,0.0
2415,AUDL 2017,Raynald Nemours,Montreal Royal,2.0,78.0,1.0,2.0,89.0,85.0,4.0,0.0,85.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1382.7000000000003,872.1,731.0000000000001,0.0,0.0,95.50561797752809,39.0,44.5,0.0449438202247191,0.012658227848101266,16.267058823529414,0.0,0.0
2416,AUDL 2017,Reed Hendrickson,Seattle Cascades,24.0,86.0,3.0,3.0,70.0,62.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57142857142857,3.5833333333333335,23.333333333333332,0.1,0.033707865168539325,0.0,0.0,0.0
2419,AUDL 2017,Rick Gross,Indianapolis AlleyCats,61.0,295.0,7.0,37.0,246.0,226.0,18.0,2.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.869918699187,4.836065573770492,6.648648648648648,0.07317073170731707,0.023178807947019868,0.0,0.0,0.0
2423,AUDL 2017,Rory Orloff,Austin Sol,10.0,98.0,0.0,5.0,123.0,115.0,7.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4959349593496,9.8,24.6,0.056910569105691054,0.0,0.0,0.0,0.0
2424,AUDL 2017,Ross Barker,Madison Radicals,25.0,211.0,5.0,16.0,188.0,175.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.08510638297872,8.44,11.75,0.0425531914893617,0.023148148148148147,0.0,0.0,0.0
2426,AUDL 2017,Rumi Tejpar,Vancouver Riptide,5.0,49.0,1.0,6.0,53.0,45.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.90566037735849,9.8,8.833333333333334,0.1320754716981132,0.02,0.0,0.0,0.0
2427,AUDL 2017,Russ Nicolls,Ottawa Outlaws,16.0,140.0,2.0,8.0,127.0,114.0,11.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.76377952755905,8.75,15.875,0.08661417322834646,0.014084507042253521,0.0,0.0,0.0
2429,AUDL 2017,Ryan Brown,Philadelphia Phoenix,19.0,87.0,3.0,3.0,70.0,58.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.85714285714286,4.578947368421052,23.333333333333332,0.11428571428571428,0.03333333333333333,0.0,0.0,0.0
2431,AUDL 2017,Ryan Drost,New York Empire,12.0,100.0,1.0,5.0,100.0,93.0,7.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,8.333333333333334,20.0,0.07,0.009900990099009901,0.0,0.0,0.0
2432,AUDL 2017,Ryan Forster,Philadelphia Phoenix,3.0,65.0,4.0,4.0,94.0,80.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1063829787234,21.666666666666668,23.5,0.13829787234042554,0.057971014492753624,0.0,0.0,0.0
2435,AUDL 2017,Ryan Mariouw,Detroit Mechanix,25.0,140.0,6.0,11.0,121.0,106.0,14.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.60330578512396,5.6,11.0,0.11570247933884298,0.0410958904109589,0.0,0.0,0.0
2437,AUDL 2017,Ryan Osgar,Minnesota Wind Chill,47.0,296.0,9.0,44.0,256.0,234.0,20.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.40625,6.297872340425532,5.818181818181818,0.078125,0.029508196721311476,0.0,0.0,0.0
2438,AUDL 2017,Ryan Purcell,Austin Sol,14.0,281.0,4.0,27.0,405.0,380.0,21.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.82716049382715,20.071428571428573,15.0,0.05185185185185185,0.014035087719298246,0.0,0.0,0.0
2445,AUDL 2017,Sam Creed,Vancouver Riptide,2.0,55.0,1.0,6.0,74.0,70.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5945945945946,27.5,12.333333333333334,0.02702702702702703,0.017857142857142856,0.0,0.0,0.0
2447,AUDL 2017,Sam Gainer,Atlanta Hustle,9.0,118.0,1.0,16.0,112.0,102.0,9.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07142857142857,13.11111111111111,7.0,0.08035714285714286,0.008403361344537815,0.0,0.0,0.0
2449,AUDL 2017,Sam Kanner,San Francisco FlameThrowers,12.0,93.0,1.0,13.0,103.0,85.0,17.0,1.0,0.0,0.0,0.0,7.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.52427184466019,7.75,7.923076923076923,0.1650485436893204,0.010638297872340425,0.0,0.0,0.0
2450,AUDL 2017,Sam Little,New York Empire,7.0,175.0,2.0,8.0,194.0,173.0,16.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.17525773195877,25.0,24.25,0.08247422680412371,0.011299435028248588,0.0,0.0,0.0
2451,AUDL 2017,Sam Pickel,Seattle Cascades,4.0,88.0,2.0,12.0,106.0,89.0,14.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9622641509434,22.0,8.833333333333334,0.1320754716981132,0.022222222222222223,0.0,0.0,0.0
2452,AUDL 2017,Sam Sohn,Indianapolis AlleyCats,1.0,97.0,2.0,5.0,126.0,118.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.65079365079364,97.0,25.2,0.047619047619047616,0.020202020202020204,0.0,0.0,0.0
2453,AUDL 2017,Sam Swink,San Francisco FlameThrowers,3.0,53.0,2.0,3.0,73.0,71.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.26027397260275,17.666666666666668,24.333333333333332,0.0,0.03636363636363636,0.0,0.0,0.0
2454,AUDL 2017,Sam VanDusen,Pittsburgh Thunderbirds,12.0,124.0,2.0,30.0,142.0,106.0,30.0,4.0,0.0,0.0,2.0,10.0,0.0,152.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64788732394366,10.333333333333334,4.733333333333333,0.2112676056338028,0.015873015873015872,0.0,0.0,0.0
2455,AUDL 2017,Samson Hoy,Vancouver Riptide,4.0,85.0,0.0,5.0,114.0,106.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.98245614035088,21.25,22.8,0.06140350877192982,0.0,0.0,0.0,0.0
2456,AUDL 2017,Sawyer Thompson,San Francisco FlameThrowers,21.0,66.0,1.0,6.0,52.0,42.0,9.0,0.0,0.0,0.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.76923076923077,3.142857142857143,8.666666666666666,0.17307692307692307,0.014925373134328358,0.0,0.0,0.0
2459,AUDL 2017,Scott Trimble,Pittsburgh Thunderbirds,9.0,64.0,8.0,8.0,57.0,47.0,5.0,5.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.45614035087719,7.111111111111111,7.125,0.08771929824561403,0.1111111111111111,0.0,0.0,0.0
2460,AUDL 2017,Scott Westwell,Ottawa Outlaws,13.0,164.0,3.0,9.0,193.0,176.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.19170984455958,12.615384615384615,21.444444444444443,0.06735751295336788,0.017964071856287425,0.0,0.0,0.0
2461,AUDL 2017,Scott Xu,Philadelphia Phoenix,13.0,267.0,1.0,26.0,324.0,295.0,22.0,6.0,0.0,0.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0493827160494,20.53846153846154,12.461538461538462,0.06790123456790123,0.0037313432835820895,0.0,0.0,0.0
2462,AUDL 2017,Sean Ham,San Diego Growlers,46.0,289.0,3.0,18.0,247.0,240.0,6.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.16599190283401,6.282608695652174,13.722222222222221,0.024291497975708502,0.010273972602739725,0.0,0.0,0.0
2463,AUDL 2017,Sean Keegan,New York Empire,7.0,236.0,0.0,30.0,278.0,252.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.64748201438849,33.714285714285715,9.266666666666667,0.08992805755395683,0.0,0.0,0.0,0.0
2464,AUDL 2017,Sean McDougall,Los Angeles Aviators,22.0,89.0,2.0,12.0,68.0,66.0,2.0,0.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,271.7,174.70000000000002,159.1,0.0,0.0,97.05882352941177,4.045454545454546,5.666666666666667,0.029411764705882353,0.02197802197802198,18.113333333333333,0.0,0.0
2465,AUDL 2017,Sean Mott,Philadelphia Phoenix,40.0,362.0,9.0,54.0,356.0,312.0,37.0,7.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.64044943820225,9.05,6.592592592592593,0.10393258426966293,0.02425876010781671,0.0,0.0,0.0
2469,AUDL 2017,Shane Earley,San Jose Spiders,46.0,151.0,1.0,12.0,106.0,100.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.33962264150944,3.282608695652174,8.833333333333334,0.04716981132075472,0.006578947368421052,0.0,0.0,0.0
2470,AUDL 2017,Shane Sisco,Raleigh Flyers,19.0,89.0,0.0,3.0,70.0,66.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.28571428571428,4.684210526315789,23.333333333333332,0.04285714285714286,0.0,0.0,0.0,0.0
2472,AUDL 2017,Skylohr Taylor,San Francisco FlameThrowers,24.0,201.0,2.0,30.0,188.0,161.0,23.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.63829787234043,8.375,6.266666666666667,0.12234042553191489,0.009852216748768473,0.0,0.0,0.0
2474,AUDL 2017,Sonny Zaccaro,San Jose Spiders,12.0,420.0,1.0,22.0,474.0,449.0,19.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.72573839662446,35.0,21.545454545454547,0.04008438818565401,0.0023752969121140144,0.0,0.0,0.0
2475,AUDL 2017,Spencer Loscar,Indianapolis AlleyCats,23.0,146.0,5.0,21.0,128.0,114.0,10.0,4.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0625,6.3478260869565215,6.095238095238095,0.078125,0.033112582781456956,0.0,0.0,0.0
2476,AUDL 2017,Stanley Peterson,Dallas Roughnecks,31.0,166.0,1.0,21.0,142.0,132.0,8.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.95774647887323,5.354838709677419,6.761904761904762,0.056338028169014086,0.005988023952095809,0.0,0.0,0.0
2477,AUDL 2017,Stephen Ng,Philadelphia Phoenix,6.0,103.0,1.0,8.0,143.0,126.0,14.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.11188811188812,17.166666666666668,17.875,0.0979020979020979,0.009615384615384616,0.0,0.0,0.0
2479,AUDL 2017,Steve Armitage,Toronto Rush,14.0,71.0,1.0,7.0,58.0,54.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.10344827586206,5.071428571428571,8.285714285714286,0.05172413793103448,0.013888888888888888,0.0,0.0,0.0
2480,AUDL 2017,Steve Bonneau,Montreal Royal,5.0,359.0,5.0,51.0,513.0,464.0,42.0,7.0,393.0,0.0,0.0,8.0,0.0,18.0,2.0,14.0,13.0,7174.499999999995,3680.999999999999,4771.100000000002,1163.1,1083.6,90.44834307992203,71.8,10.058823529411764,0.08187134502923976,0.013736263736263736,18.255725190839684,83.07857142857142,83.35384615384615
2481,AUDL 2017,Steve Mogielski,Pittsburgh Thunderbirds,16.0,91.0,6.0,6.0,77.0,67.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.01298701298701,5.6875,12.833333333333334,0.12987012987012986,0.061855670103092786,0.0,0.0,0.0
2482,AUDL 2017,Steve Rosso,Philadelphia Phoenix,5.0,78.0,3.0,5.0,75.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,15.6,15.0,0.06666666666666667,0.037037037037037035,0.0,0.0,0.0
2483,AUDL 2017,Steven Brooks,Los Angeles Aviators,8.0,235.0,4.0,7.0,304.0,289.0,11.0,4.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.6,1129.6,525.5000000000001,0.0,0.0,95.06578947368422,29.375,43.42857142857143,0.03618421052631579,0.016736401673640166,14.323364485981308,0.0,0.0
2484,AUDL 2017,Steven Chang,San Jose Spiders,18.0,384.0,3.0,30.0,537.0,513.0,19.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.53072625698324,21.333333333333332,17.9,0.035381750465549346,0.007751937984496124,0.0,0.0,0.0
2485,AUDL 2017,Steven Milardovich,San Diego Growlers,8.0,143.0,2.0,14.0,163.0,145.0,16.0,2.0,0.0,0.0,0.0,22.0,0.0,84.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.95705521472392,17.875,11.642857142857142,0.09815950920245399,0.013793103448275862,0.0,0.0,0.0
2486,AUDL 2017,Sun Choi,Atlanta Hustle,9.0,118.0,1.0,12.0,133.0,123.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,56.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.4812030075188,13.11111111111111,11.083333333333334,0.07518796992481203,0.008403361344537815,0.0,0.0,0.0
2487,AUDL 2017,Tad Wissel,Pittsburgh Thunderbirds,3.0,99.0,1.0,8.0,142.0,139.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.88732394366197,33.0,17.75,0.014084507042253521,0.01,0.0,0.0,0.0
2490,AUDL 2017,Taylor Brooks,New York Empire,9.0,242.0,6.0,36.0,288.0,262.0,23.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.97222222222221,26.88888888888889,8.0,0.0798611111111111,0.024193548387096774,0.0,0.0,0.0
2492,AUDL 2017,Ted Barnett,Los Angeles Aviators,7.0,154.0,2.0,16.0,211.0,189.0,19.0,3.0,40.0,0.0,0.0,4.0,0.0,178.0,9.0,50.0,48.0,877.4000000000001,600.5000000000001,336.6,3890.5,3764.8,89.57345971563981,22.0,13.1875,0.09004739336492891,0.01282051282051282,21.935000000000002,77.81,78.43333333333334
2493,AUDL 2017,Ted Chu,Vancouver Riptide,9.0,64.0,6.0,3.0,56.0,49.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,7.111111111111111,18.666666666666668,0.08928571428571429,0.08571428571428572,0.0,0.0,0.0
2494,AUDL 2017,Terrence Mitchell,Raleigh Flyers,34.0,223.0,5.0,9.0,188.0,178.0,7.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.68085106382979,6.5588235294117645,20.88888888888889,0.03723404255319149,0.021929824561403508,0.0,0.0,0.0
2495,AUDL 2017,Thomas Coolidge,Madison Radicals,16.0,125.0,1.0,13.0,109.0,106.0,3.0,0.0,10.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,125.40000000000002,96.39999999999998,27.599999999999998,0.0,0.0,97.24770642201835,7.8125,8.384615384615385,0.027522935779816515,0.007936507936507936,12.540000000000003,0.0,0.0
2496,AUDL 2017,Thomas Edmonds,Pittsburgh Thunderbirds,4.0,192.0,3.0,17.0,212.0,198.0,13.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.39622641509435,48.0,12.470588235294118,0.06132075471698113,0.015384615384615385,0.0,0.0,0.0
2498,AUDL 2017,Thomas Slack,Dallas Roughnecks,20.0,156.0,2.0,11.0,138.0,134.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.10144927536231,7.8,12.545454545454545,0.021739130434782608,0.012658227848101266,0.0,0.0,0.0
2499,AUDL 2017,Thomson McKnight,Toronto Rush,13.0,563.0,3.0,27.0,667.0,626.0,25.0,16.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.85307346326837,43.30769230769231,24.703703703703702,0.037481259370314844,0.00530035335689046,0.0,0.0,0.0
2504,AUDL 2017,Tim Tsang,Vancouver Riptide,10.0,157.0,1.0,26.0,179.0,146.0,23.0,10.0,0.0,0.0,0.0,9.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.56424581005587,15.7,6.884615384615385,0.12849162011173185,0.006329113924050633,0.0,0.0,0.0
2505,AUDL 2017,Timothy Beatty,Los Angeles Aviators,14.0,697.0,2.0,54.0,791.0,759.0,23.0,8.0,202.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3336.2000000000003,2165.8999999999996,1612.9999999999998,0.0,0.0,95.95448798988622,49.785714285714285,14.648148148148149,0.029077117572692796,0.002861230329041488,16.515841584158416,0.0,0.0
2506,AUDL 2017,Tom Annen,Madison Radicals,7.0,175.0,1.0,12.0,217.0,206.0,9.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.93087557603687,25.0,18.083333333333332,0.041474654377880185,0.005681818181818182,0.0,0.0,0.0
2507,AUDL 2017,Tom Doi,Los Angeles Aviators,20.0,263.0,5.0,25.0,271.0,242.0,27.0,2.0,64.0,0.0,0.0,7.0,0.0,4.0,0.0,3.0,3.0,1199.1000000000001,671.7000000000002,633.2000000000003,209.60000000000002,209.60000000000002,89.2988929889299,13.15,10.84,0.0996309963099631,0.018656716417910446,18.735937500000002,69.86666666666667,69.86666666666667
2508,AUDL 2017,Tom Radcliffe,Nashville NightWatch,11.0,161.0,6.0,25.0,155.0,144.0,10.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.90322580645162,14.636363636363637,6.2,0.06451612903225806,0.03592814371257485,0.0,0.0,0.0
2510,AUDL 2017,Tommy Gallagher,Chicago Wildfire,4.0,154.0,0.0,7.0,188.0,176.0,9.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.61702127659575,38.5,26.857142857142858,0.047872340425531915,0.0,0.0,0.0,0.0
2511,AUDL 2017,Tommy Li,Seattle Cascades,17.0,182.0,2.0,17.0,221.0,198.0,20.0,2.0,0.0,0.0,1.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.59276018099548,10.705882352941176,13.0,0.09049773755656108,0.010869565217391304,0.0,0.0,0.0
2512,AUDL 2017,Tony Poletto,Minnesota Wind Chill,5.0,117.0,1.0,8.0,150.0,141.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,23.4,18.75,0.04666666666666667,0.00847457627118644,0.0,0.0,0.0
2513,AUDL 2017,Travis Carpenter,Indianapolis AlleyCats,24.0,436.0,1.0,43.0,492.0,447.0,34.0,11.0,0.0,0.0,0.0,17.0,0.0,76.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.85365853658537,18.166666666666668,11.44186046511628,0.06910569105691057,0.002288329519450801,0.0,0.0,0.0
2514,AUDL 2017,Travis Catron,Jacksonville Cannons,17.0,267.0,4.0,15.0,261.0,253.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.93486590038314,15.705882352941176,17.4,0.02681992337164751,0.014760147601476014,0.0,0.0,0.0
