,Away Team,Away Team Score,Date Location,Home Team,Home Team Score,Matchup Link,Year,Date,Time,City,Week,UniversalGameID
357,Chicago Wildfire,12,"Sat, 5/16 7:00 PM CDT Minnesota",Minnesota Wind Chill,12,/league/game/2015-05-16-CHI-MIN,2015,2015-05-16,7:00 PM CDT,Minnesota,6,362
358,New York Empire,22,"Sat, 5/16 6:30 PM EDT DC",DC Breeze,18,/league/game/2015-05-16-NY-DC,2015,2015-05-16,6:30 PM EDT,DC,6,360
359,Los Angeles Aviators,24,"Sat, 5/16 6:00 PM PDT Vancouver",Vancouver Riptide,27,/league/game/2015-05-16-LA-VAN,2015,2015-05-16,6:00 PM PDT,Vancouver,6,358
360,Toronto Rush,37,"Sat, 5/16 6:30 PM EDT Rochester",Rochester Dragons,21,/league/game/2015-05-16-TOR-ROC,2015,2015-05-16,6:30 PM EDT,Rochester,6,359
361,San Diego Growlers,21,"Sat, 5/16 6:00 PM PDT San Francisco",San Francisco FlameThrowers,18,/league/game/2015-05-16-SD-SF,2015,2015-05-16,6:00 PM PDT,San Francisco,6,357
362,Atlanta Hustle,22,"Sat, 5/16 6:00 PM EDT Jacksonville",Tampa Bay Cannons,26,/league/game/2015-05-16-ATL-JAX,2015,2015-05-16,6:00 PM EDT,Jacksonville,6,356
363,Montreal Royal,24,"Sat, 5/16 4:00 PM EDT Ottawa",Ottawa Outlaws,25,/league/game/2015-05-16-MTL-OTT,2015,2015-05-16,4:00 PM EDT,Ottawa,6,355
364,Los Angeles Aviators,19,"Sun, 5/17 1:00 PM PDT Seattle",Seattle Cascades,29,/league/game/2015-05-17-LA-SEA,2015,2015-05-17,1:00 PM PDT,Seattle,6,364
365,Nashville Nightwatch,22,"Sun, 5/17 3:00 PM EDT Raleigh",Raleigh Flyers,33,/league/game/2015-05-17-NSH-RAL,2015,2015-05-17,3:00 PM EDT,Raleigh,6,365
366,Minnesota Wind Chill,10,"Fri, 5/22 7:00 PM CDT Madison",Madison Radicals,27,/league/game/2015-05-22-MIN-MAD,2015,2015-05-22,7:00 PM CDT,Madison,7,366
367,New York Empire,17,"Sat, 5/23 4:00 PM EDT Montreal",Montreal Royal,20,/league/game/2015-05-23-NY-MTL,2015,2015-05-23,4:00 PM EDT,Montreal,7,367
368,San Francisco FlameThrowers,27,"Sat, 5/23 6:00 PM PDT San Diego",San Diego Growlers,25,/league/game/2015-05-23-SF-SD,2015,2015-05-23,6:00 PM PDT,San Diego,7,368
369,Vancouver Riptide,27,"Sat, 5/23 6:00 PM PDT Seattle",Seattle Cascades,34,/league/game/2015-05-23-VAN-SEA,2015,2015-05-23,6:00 PM PDT,Seattle,7,369
370,DC Breeze,21,"Sat, 5/23 6:00 PM EDT Toronto",Toronto Rush,33,/league/game/2015-05-23-DC-TOR,2015,2015-05-23,6:00 PM EDT,Toronto,7,370
371,Raleigh Flyers,27,"Sat, 5/23 7:00 PM EDT Charlotte",Charlotte Express,18,/league/game/2015-05-23-RAL-CHA,2015,2015-05-23,7:00 PM EDT,Charlotte,7,371
372,Raleigh Flyers,27,"Sat, 5/23 7:00 PM EDT Charlotte",Charlotte Express,18,/league/game/2015-05-23-RAL-CHA,2015,2015-05-23,7:00 PM EDT,Charlotte,7,372
373,Minnesota Wind Chill,15,"Sat, 5/23 7:00 PM CDT Chicago",Chicago Wildfire,25,/league/game/2015-05-23-MIN-CHI,2015,2015-05-23,7:00 PM CDT,Chicago,7,373
374,San Jose Spiders,24,"Sun, 5/24 4:00 PM PDT Vancouver",Vancouver Riptide,31,/league/game/2015-05-24-SJ-VAN,2015,2015-05-24,4:00 PM PDT,Vancouver,7,377
375,DC Breeze,26,"Sun, 5/24 3:00 PM EDT Rochester",Rochester Dragons,25,/league/game/2015-05-24-DC-ROC,2015,2015-05-24,3:00 PM EDT,Rochester,7,376
376,San Francisco FlameThrowers,22,"Sun, 5/24 1:30 PM PDT LA",Los Angeles Aviators,23,/league/game/2015-05-24-SF-LA,2015,2015-05-24,1:30 PM PDT,LA,7,374
377,New York Empire,22,"Sun, 5/24 2:00 PM EDT Ottawa",Ottawa Outlaws,17,/league/game/2015-05-24-NY-OTT,2015,2015-05-24,2:00 PM EDT,Ottawa,7,375
378,Charlotte Express,18,"Fri, 5/29 8:00 PM EDT Atlanta",Atlanta Hustle,26,/league/game/2015-05-29-CHA-ATL,2015,2015-05-29,8:00 PM EDT,Atlanta,8,378
379,Los Angeles Aviators,19,"Sat, 5/30 7:00 PM PDT San Jose",San Jose Spiders,27,/league/game/2015-05-30-LA-SJ,2015,2015-05-30,7:00 PM PDT,San Jose,8,384
380,Philadelphia Phoenix,18,"Sat, 5/30 4:00 PM EDT Ottawa",Ottawa Outlaws,28,/league/game/2015-05-30-PHI-OTT,2015,2015-05-30,4:00 PM EDT,Ottawa,8,379
381,Rochester Dragons,16,"Sat, 5/30 5:00 PM EDT New York",New York Empire,27,/league/game/2015-05-30-ROC-NY,2015,2015-05-30,5:00 PM EDT,New York,8,380
382,Raleigh Flyers,29,"Sat, 5/30 6:00 PM EDT Jacksonville",Tampa Bay Cannons,27,/league/game/2015-05-30-RAL-JAX,2015,2015-05-30,6:00 PM EDT,Jacksonville,8,381
383,Detroit Mechanix,20,"Sat, 5/30 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,44,/league/game/2015-05-30-DET-PIT,2015,2015-05-30,7:00 PM EDT,Pittsburgh,8,382
384,Madison Radicals,23,"Sat, 5/30 7:00 PM CDT Minnesota",Minnesota Wind Chill,18,/league/game/2015-05-30-MAD-MIN,2015,2015-05-30,7:00 PM CDT,Minnesota,8,383
385,Philadelphia Phoenix,16,"Sun, 5/31 12:00 PM EDT Montreal",Montreal Royal,25,/league/game/2015-05-31-PHI-MTL,2015,2015-05-31,12:00 PM EDT,Montreal,8,385
386,Los Angeles Aviators,17,"Sun, 5/31 1:00 PM PDT San Francisco",San Francisco FlameThrowers,24,/league/game/2015-05-31-LA-SF,2015,2015-05-31,1:00 PM PDT,San Francisco,8,386
387,Cincinnati Revolution,10,"Fri, 6/5 7:00 PM CDT Chicago",Chicago Wildfire,28,/league/game/2015-06-05-CIN-CHI,2015,2015-06-05,7:00 PM CDT,Chicago,9,387
388,Raleigh Flyers,20,"Fri, 6/5 8:00 PM EDT Atlanta",Atlanta Hustle,24,/league/game/2015-06-05-RAL-ATL,2015,2015-06-05,8:00 PM EDT,Atlanta,9,388
389,Madison Radicals,22,"Sat, 6/6 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,26,/league/game/2015-06-06-MAD-PIT,2015,2015-06-06,7:00 PM EDT,Pittsburgh,9,396
390,Cincinnati Revolution,17,"Sat, 6/6 7:00 PM CDT Minnesota",Minnesota Wind Chill,25,/league/game/2015-06-06-CIN-MIN,2015,2015-06-06,7:00 PM CDT,Minnesota,9,395
391,San Diego Growlers,20,"Sat, 6/6 7:30 PM PDT LA",Los Angeles Aviators,19,/league/game/2015-06-06-SD-LA,2015,2015-06-06,7:30 PM PDT,LA,9,398
392,Detroit Mechanix,21,"Sat, 6/6 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,29,/league/game/2015-06-06-DET-IND,2015,2015-06-06,7:30 PM EDT,Indianapolis,9,397
393,San Francisco FlameThrowers,18,"Sat, 6/6 7:00 PM PDT San Jose",San Jose Spiders,17,/league/game/2015-06-06-SF-SJ,2015,2015-06-06,7:00 PM PDT,San Jose,9,394
394,Raleigh Flyers,27,"Sat, 6/6 6:00 PM CDT Nashville",Nashville Nightwatch,21,/league/game/2015-06-06-RAL-NSH,2015,2015-06-06,6:00 PM CDT,Nashville,9,392
395,Charlotte Express,12,"Sat, 6/6 6:00 PM EDT Jacksonville",Tampa Bay Cannons,26,/league/game/2015-06-06-CHA-JAX,2015,2015-06-06,6:00 PM EDT,Jacksonville,9,391
396,Toronto Rush,18,"Sat, 6/6 5:00 PM EDT New York",New York Empire,16,/league/game/2015-06-06-TOR-NY,2015,2015-06-06,5:00 PM EDT,New York,9,390
397,Rochester Dragons,19,"Sat, 6/6 4:00 PM EDT Montreal",Montreal Royal,21,/league/game/2015-06-06-ROC-MTL,2015,2015-06-06,4:00 PM EDT,Montreal,9,389
398,DC Breeze,26,"Sat, 6/6 6:30 PM EDT Philadelphia",Philadelphia Phoenix,20,/league/game/2015-06-06-DC-PHI,2015,2015-06-06,6:30 PM EDT,Philadelphia,9,393
399,Madison Radicals,27,"Sun, 6/7 1:00 PM EDT Detroit",Detroit Mechanix,13,/league/game/2015-06-07-MAD-DET,2015,2015-06-07,1:00 PM EDT,Detroit,9,399
400,Rochester Dragons,18,"Sun, 6/7 2:00 PM EDT Ottawa",Ottawa Outlaws,27,/league/game/2015-06-07-ROC-OTT,2015,2015-06-07,2:00 PM EDT,Ottawa,9,400
401,Madison Radicals,31,"Fri, 6/12 7:00 PM CDT Minnesota",Minnesota Wind Chill,19,/league/game/2015-06-12-MAD-MIN,2015,2015-06-12,7:00 PM CDT,Minnesota,10,401
402,Pittsburgh Thunderbirds,16,"Fri, 6/12 7:00 PM CDT Chicago",Chicago Wildfire,19,/league/game/2015-06-12-PIT-CHI,2015,2015-06-12,7:00 PM CDT,Chicago,10,402
403,Pittsburgh Thunderbirds,34,"Sat, 6/13 4:00 PM EDT Detroit",Detroit Mechanix,21,/league/game/2015-06-13-PIT-DET,2015,2015-06-13,4:00 PM EDT,Detroit,10,403
404,Philadelphia Phoenix,17,"Sat, 6/13 6:00 PM EDT Toronto",Toronto Rush,37,/league/game/2015-06-13-PHI-TOR,2015,2015-06-13,6:00 PM EDT,Toronto,10,404
405,San Jose Spiders,26,"Sat, 6/13 6:00 PM PDT Vancouver",Vancouver Riptide,23,/league/game/2015-06-13-SJ-VAN,2015,2015-06-13,6:00 PM PDT,Vancouver,10,405
406,Tampa Bay Cannons,18,"Sat, 6/13 7:00 PM EDT Charlotte",Charlotte Express,17,/league/game/2015-06-13-JAX-CHA,2015,2015-06-13,7:00 PM EDT,Charlotte,10,406
407,Ottawa Outlaws,33,"Sat, 6/13 7:00 PM EDT Montreal",Montreal Royal,22,/league/game/2015-06-13-OTT-MTL,2015,2015-06-13,7:00 PM EDT,Montreal,10,407
408,Tampa Bay Cannons,28,"Sun, 6/14 3:00 PM EDT Raleigh",Raleigh Flyers,26,/league/game/2015-06-14-JAX-RAL,2015,2015-06-14,3:00 PM EDT,Raleigh,10,410
409,Philadelphia Phoenix,18,"Sun, 6/14 3:00 PM EDT Rochester",Rochester Dragons,19,/league/game/2015-06-14-PHI-ROC,2015,2015-06-14,3:00 PM EDT,Rochester,10,411
410,San Jose Spiders,23,"Sun, 6/14 1:00 PM PDT Seattle",Seattle Cascades,25,/league/game/2015-06-14-SJ-SEA,2015,2015-06-14,1:00 PM PDT,Seattle,10,408
411,Atlanta Hustle,25,"Sun, 6/14 2:00 PM CDT Nashville",Nashville Nightwatch,21,/league/game/2015-06-14-ATL-NSH,2015,2015-06-14,2:00 PM CDT,Nashville,10,409
412,Madison Radicals,23,"Fri, 6/19 7:00 PM CDT Chicago",Chicago Wildfire,22,/league/game/2015-06-19-MAD-CHI,2015,2015-06-19,7:00 PM CDT,Chicago,11,412
413,Pittsburgh Thunderbirds,25,"Sat, 6/20 7:30 PM EDT Cincinnati",Cincinnati Revolution,19,/league/game/2015-06-20-PIT-CIN,2015,2015-06-20,7:30 PM EDT,Cincinnati,11,420
414,Vancouver Riptide,28,"Sat, 6/20 6:00 PM PDT San Diego",San Diego Growlers,32,/league/game/2015-06-20-VAN-SD,2015,2015-06-20,6:00 PM PDT,San Diego,11,413
415,Montreal Royal,18,"Sat, 6/20 6:00 PM EDT Toronto",Toronto Rush,24,/league/game/2015-06-20-MTL-TOR,2015,2015-06-20,6:00 PM EDT,Toronto,11,414
416,Atlanta Hustle,27,"Sat, 6/20 6:00 PM EDT Jacksonville",Tampa Bay Cannons,29,/league/game/2015-06-20-ATL-JAX,2015,2015-06-20,6:00 PM EDT,Jacksonville,11,415
417,Chicago Wildfire,16,"Sat, 6/20 6:00 PM CDT Madison",Madison Radicals,24,/league/game/2015-06-20-CHI-MAD,2015,2015-06-20,6:00 PM CDT,Madison,11,416
418,New York Empire,8,"Sat, 6/20 6:30 PM EDT DC",DC Breeze,7,/league/game/2015-06-20-NY-DC,2015,2015-06-20,6:30 PM EDT,DC,11,417
419,Seattle Cascades,28,"Sat, 6/20 7:00 PM PDT San Jose",San Jose Spiders,35,/league/game/2015-06-20-SEA-SJ,2015,2015-06-20,7:00 PM PDT,San Jose,11,418
420,Raleigh Flyers,24,"Sat, 6/20 7:00 PM EDT Charlotte",Charlotte Express,21,/league/game/2015-06-20-RAL-CHA,2015,2015-06-20,7:00 PM EDT,Charlotte,11,419
421,DC Breeze,13,"Sun, 6/21 2:00 PM EDT New York",New York Empire,21,/league/game/2015-06-21-DC-NY,2015,2015-06-21,2:00 PM EDT,New York,11,423
422,Montreal Royal,24,"Sun, 6/21 3:00 PM EDT Rochester",Rochester Dragons,21,/league/game/2015-06-21-MTL-ROC,2015,2015-06-21,3:00 PM EDT,Rochester,11,424
423,Seattle Cascades,21,"Sun, 6/21 1:00 PM PDT San Francisco",San Francisco FlameThrowers,25,/league/game/2015-06-21-SEA-SF,2015,2015-06-21,1:00 PM PDT,San Francisco,11,421
424,Vancouver Riptide,20,"Sun, 6/21 1:30 PM PDT LA",Los Angeles Aviators,27,/league/game/2015-06-21-VAN-LA,2015,2015-06-21,1:30 PM PDT,LA,11,422
425,Montreal Royal,23,"Mon, 6/22 6:30 PM EDT Rochester",Rochester Dragons,17,/league/game/2015-06-22-MTL-ROC,2015,2015-06-22,6:30 PM EDT,Rochester,12,425
426,Nashville Nightwatch,15,"Sat, 6/27 7:00 PM EDT Raleigh",Raleigh Flyers,20,/league/game/2015-06-27-NSH-RAL,2015,2015-06-27,7:00 PM EDT,Raleigh,12,430
427,Minnesota Wind Chill,21,"Sat, 6/27 7:30 PM EDT Cincinnati",Cincinnati Revolution,17,/league/game/2015-06-27-MIN-CIN,2015,2015-06-27,7:30 PM EDT,Cincinnati,12,432
428,Ottawa Outlaws,29,"Sat, 6/27 7:00 PM EDT Montreal",Montreal Royal,25,/league/game/2015-06-27-OTT-MTL,2015,2015-06-27,7:00 PM EDT,Montreal,12,429
429,Atlanta Hustle,26,"Sat, 6/27 7:00 PM EDT Charlotte",Charlotte Express,13,/league/game/2015-06-27-ATL-CHA,2015,2015-06-27,7:00 PM EDT,Charlotte,12,431
430,San Francisco FlameThrowers,22,"Sat, 6/27 6:00 PM PDT Vancouver",Vancouver Riptide,19,/league/game/2015-06-27-SF-VAN,2015,2015-06-27,6:00 PM PDT,Vancouver,12,427
431,Chicago Wildfire,21,"Sat, 6/27 4:00 PM EDT Detroit",Detroit Mechanix,11,/league/game/2015-06-27-CHI-DET,2015,2015-06-27,4:00 PM EDT,Detroit,12,426
432,Rochester Dragons,10,"Sat, 6/27 6:00 PM EDT Toronto",Toronto Rush,27,/league/game/2015-06-27-ROC-TOR,2015,2015-06-27,6:00 PM EDT,Toronto,12,428
433,Philadelphia Phoenix,13,"Sun, 6/28 12:00 PM EDT New York",New York Empire,24,/league/game/2015-06-28-PHI-NY,2015,2015-06-28,12:00 PM EDT,New York,12,433
434,San Francisco FlameThrowers,17,"Sun, 6/28 2:00 PM PDT Seattle",Seattle Cascades,27,/league/game/2015-06-28-SF-SEA,2015,2015-06-28,2:00 PM PDT,Seattle,12,434
435,Chicago Wildfire,26,"Sun, 6/28 2:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,27,/league/game/2015-06-28-CHI-PIT,2015,2015-06-28,2:00 PM EDT,Pittsburgh,12,435
436,Minnesota Wind Chill,25,"Sun, 6/28 3:30 PM EDT Indianapolis",Indianapolis AlleyCats,21,/league/game/2015-06-28-MIN-IND,2015,2015-06-28,3:30 PM EDT,Indianapolis,12,436
437,New York Empire,25,"Fri, 7/3 7:00 PM EDT Rochester",Rochester Dragons,19,/league/game/2015-07-03-NY-ROC,2015,2015-07-03,7:00 PM EDT,Rochester,13,437
438,DC Breeze,26,"Sat, 7/4 4:00 PM EDT Ottawa",Ottawa Outlaws,25,/league/game/2015-07-04-DC-OTT,2015,2015-07-04,4:00 PM EDT,Ottawa,13,438
439,Tampa Bay Cannons,24,"Sat, 7/4 7:00 PM EDT Atlanta",Atlanta Hustle,21,/league/game/2015-07-04-JAX-ATL,2015,2015-07-04,7:00 PM EDT,Atlanta,13,439
440,DC Breeze,21,"Sun, 7/5 12:00 PM EDT Montreal",Montreal Royal,25,/league/game/2015-07-05-DC-MTL,2015,2015-07-05,12:00 PM EDT,Montreal,13,440
441,Philadelphia Phoenix,12,"Fri, 7/10 6:30 PM EDT DC",DC Breeze,27,/league/game/2015-07-10-PHI-DC,2015,2015-07-10,6:30 PM EDT,DC,14,441
442,Detroit Mechanix,16,"Fri, 7/10 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,42,/league/game/2015-07-10-DET-PIT,2015,2015-07-10,7:00 PM EDT,Pittsburgh,14,442
443,Pittsburgh Thunderbirds,33,"Sat, 7/11 7:30 PM EDT Cincinnati",Cincinnati Revolution,27,/league/game/2015-07-11-PIT-CIN,2015,2015-07-11,7:30 PM EDT,Cincinnati,14,448
444,Charlotte Express,23,"Sat, 7/11 7:00 PM EDT Raleigh",Raleigh Flyers,26,/league/game/2015-07-11-CHA-RAL,2015,2015-07-11,7:00 PM EDT,Raleigh,14,447
445,Indianapolis AlleyCats,21,"Sat, 7/11 7:00 PM CDT Minnesota",Minnesota Wind Chill,22,/league/game/2015-07-11-IND-MIN,2015,2015-07-11,7:00 PM CDT,Minnesota,14,446
446,Los Angeles Aviators,22,"Sat, 7/11 6:00 PM PDT San Diego",San Diego Growlers,23,/league/game/2015-07-11-LA-SD,2015,2015-07-11,6:00 PM PDT,San Diego,14,444
447,Nashville Nightwatch,27,"Sat, 7/11 6:00 PM EDT Jacksonville",Tampa Bay Cannons,29,/league/game/2015-07-11-NSH-JAX,2015,2015-07-11,6:00 PM EDT,Jacksonville,14,443
448,Rochester Dragons,19,"Sat, 7/11 6:30 PM EDT DC",DC Breeze,27,/league/game/2015-07-11-ROC-DC,2015,2015-07-11,6:30 PM EDT,DC,14,445
449,Indianapolis AlleyCats,24,"Sun, 7/12 12:00 PM CDT Madison",Madison Radicals,25,/league/game/2015-07-12-IND-MAD,2015,2015-07-12,12:00 PM CDT,Madison,14,449
450,Rochester Dragons,16,"Sun, 7/12 1:00 PM EDT Philadelphia",Philadelphia Phoenix,26,/league/game/2015-07-12-ROC-PHI,2015,2015-07-12,1:00 PM EDT,Philadelphia,14,450
451,Nashville Nightwatch,18,"Sun, 7/12 3:00 PM EDT Atlanta",Atlanta Hustle,28,/league/game/2015-07-12-NSH-ATL,2015,2015-07-12,3:00 PM EDT,Atlanta,14,451
452,Rochester Dragons,17,"Thu, 7/16 8:00 PM EDT Toronto",Toronto Rush,39,/league/game/2015-07-16-ROC-TOR,2015,2015-07-16,8:00 PM EDT,Toronto,15,452
453,Cincinnati Revolution,19,"Fri, 7/17 7:00 PM CDT Madison",Madison Radicals,39,/league/game/2015-07-17-CIN-MAD,2015,2015-07-17,7:00 PM CDT,Madison,15,454
454,Detroit Mechanix,11,"Fri, 7/17 7:00 PM CDT Minnesota",Minnesota Wind Chill,45,/league/game/2015-07-17-DET-MIN,2015,2015-07-17,7:00 PM CDT,Minnesota,15,453
455,Vancouver Riptide,17,"Sat, 7/18 6:00 PM PDT Seattle",Seattle Cascades,30,/league/game/2015-07-18-VAN-SEA,2015,2015-07-18,6:00 PM PDT,Seattle,15,455
456,San Jose Spiders,18,"Sat, 7/18 6:00 PM PDT San Francisco",San Francisco FlameThrowers,32,/league/game/2015-07-18-SJ-SF,2015,2015-07-18,6:00 PM PDT,San Francisco,15,456
457,New York Empire,20,"Sat, 7/18 6:30 PM EDT Philadelphia",Philadelphia Phoenix,17,/league/game/2015-07-18-NY-PHI,2015,2015-07-18,6:30 PM EDT,Philadelphia,15,457
458,Charlotte Express,19,"Sat, 7/18 7:00 PM CDT Nashville",Nashville Nightwatch,22,/league/game/2015-07-18-CHA-NSH,2015,2015-07-18,7:00 PM CDT,Nashville,15,458
459,Indianapolis AlleyCats,25,"Sat, 7/18 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,29,/league/game/2015-07-18-IND-PIT,2015,2015-07-18,7:00 PM EDT,Pittsburgh,15,459
460,San Diego Growlers,16,"Sat, 7/18 7:30 PM PDT LA",Los Angeles Aviators,21,/league/game/2015-07-18-SD-LA,2015,2015-07-18,7:30 PM PDT,LA,15,460
461,Toronto Rush,30,"Sat, 7/18 7:30 PM EDT Ottawa",Ottawa Outlaws,26,/league/game/2015-07-18-TOR-OTT,2015,2015-07-18,7:30 PM EDT,Ottawa,15,461
462,Charlotte Express,18,"Sun, 7/19 7:00 PM CDT Nashville",Nashville Nightwatch,17,/league/game/2015-07-19-CHA-NSH,2015,2015-07-19,7:00 PM CDT,Nashville,15,466
463,Ottawa Outlaws,19,"Sun, 7/19 2:30 PM EDT Toronto",Toronto Rush,25,/league/game/2015-07-19-OTT-TOR,2015,2015-07-19,2:30 PM EDT,Toronto,15,464
464,Los Angeles Aviators,15,"Sun, 7/19 6:00 PM PDT San Diego",San Diego Growlers,21,/league/game/2015-07-19-LA-SD,2015,2015-07-19,6:00 PM PDT,San Diego,15,465
465,Seattle Cascades,24,"Sun, 7/19 1:00 PM PDT Vancouver",Vancouver Riptide,26,/league/game/2015-07-19-SEA-VAN,2015,2015-07-19,1:00 PM PDT,Vancouver,15,462
466,Detroit Mechanix,12,"Sun, 7/19 1:00 PM CDT Chicago",Chicago Wildfire,28,/league/game/2015-07-19-DET-CHI,2015,2015-07-19,1:00 PM CDT,Chicago,15,463
467,New York Empire,33,"Fri, 7/24 7:30 PM EDT Montreal",Montreal Royal,20,/league/game/2015-07-24-NY-MTL,2015,2015-07-24,7:30 PM EDT,Montreal,16,467
468,Seattle Cascades,21,"Sat, 7/25 6:00 PM PDT San Francisco",San Francisco FlameThrowers,19,/league/game/2015-07-25-SEA-SF,2015,2015-07-25,6:00 PM PDT,San Francisco,16,468
469,Pittsburgh Thunderbirds,21,"Sat, 7/25 7:00 PM CDT Madison",Madison Radicals,24,/league/game/2015-07-25-PIT-MAD,2015,2015-07-25,7:00 PM CDT,Madison,16,469
470,New York Empire,19,"Sat, 7/25 7:00 PM CDT Toronto",Toronto Rush,25,/league/game/2015-07-25-NY-TOR,2015,2015-07-25,7:00 PM CDT,Toronto,16,470
471,Tampa Bay Cannons,27,"Sat, 7/25 7:00 PM EDT Raleigh",Raleigh Flyers,28,/league/game/2015-07-25-JAX-RAL,2015,2015-07-25,7:00 PM EDT,Raleigh,16,471
472,Chicago Wildfire,23,"Sat, 7/25 7:00 PM CDT Pittsburgh",Pittsburgh Thunderbirds,24,/league/game/2015-07-25-CHI-PIT,2015,2015-07-25,7:00 PM CDT,Pittsburgh,16,472
473,Seattle Cascades,19,"Sun, 7/26 7:00 PM CDT San Jose",San Jose Spiders,21,/league/game/2015-07-26-SEA-SJ,2015,2015-07-26,7:00 PM CDT,San Jose,16,473
474,Raleigh Flyers,19,"Sat, 8/8 7:00 PM CDT Madison",Madison Radicals,22,/league/game/2015-08-08-RAL-MAD,2015,2015-08-08,7:00 PM CDT,Madison,18,474
475,Toronto Rush,20,"Sat, 8/8 7:00 PM CDT San Jose",San Jose Spiders,25,/league/game/2015-08-08-TOR-SJ,2015,2015-08-08,7:00 PM CDT,San Jose,18,475
476,Madison Radicals,15,"Sun, 8/9 7:00 PM CDT San Jose",San Jose Spiders,17,/league/game/2015-08-09-MAD-SJ,2015,2015-08-09,7:00 PM CDT,San Jose,18,476
477,Austin Sol,18,"Sat, 4/2 7:00 PM CDT Dallas",Dallas Roughnecks,30,/league/game/2016-04-02-AUS-DAL,2016,2016-04-02,7:00 PM CDT,Dallas,1,481
478,Charlotte Express,18,"Sat, 4/2 7:00 PM EDT Raleigh",Raleigh Flyers,23,/league/game/2016-04-02-CHA-RAL,2016,2016-04-02,7:00 PM EDT,Raleigh,1,480
479,Detroit Mechanix,15,"Sat, 4/2 7:30 PM EDT Cincinnati",Cincinnati Revolution,12,/league/game/2016-04-02-DET-CIN,2016,2016-04-02,7:30 PM EDT,Cincinnati,1,482
480,San Francisco FlameThrowers,25,"Sat, 4/2 6:15 PM PDT San Diego",San Diego Growlers,23,/league/game/2016-04-02-SF-SD,2016,2016-04-02,6:15 PM PDT,San Diego,1,478
481,Vancouver Riptide,21,"Sat, 4/2 6:00 PM PDT Seattle",Seattle Cascades,25,/league/game/2016-04-02-VAN-SEA,2016,2016-04-02,6:00 PM PDT,Seattle,1,477
482,Nashville Nightwatch,16,"Sat, 4/2 7:00 PM EDT Atlanta",Atlanta Hustle,26,/league/game/2016-04-02-NSH-ATL,2016,2016-04-02,7:00 PM EDT,Atlanta,1,479
483,San Francisco FlameThrowers,19,"Sun, 4/3 2:30 PM PDT LA",Los Angeles Aviators,16,/league/game/2016-04-03-SF-LA,2016,2016-04-03,2:30 PM PDT,LA,1,483
484,Seattle Cascades,25,"Fri, 4/8 7:30 PM PDT San Jose",San Jose Spiders,26,/league/game/2016-04-08-SEA-SJ,2016,2016-04-08,7:30 PM PDT,San Jose,2,484
485,Indianapolis AlleyCats,22,"Fri, 4/8 8:00 PM EDT Cincinnati",Cincinnati Revolution,17,/league/game/2016-04-08-IND-CIN,2016,2016-04-08,8:00 PM EDT,Cincinnati,2,485
486,San Diego Growlers,20,"Sat, 4/9 7:30 PM PDT LA",Los Angeles Aviators,21,/league/game/2016-04-09-SD-LA,2016,2016-04-09,7:30 PM PDT,LA,2,493
487,Charlotte Express,16,"Sat, 4/9 7:00 PM EDT Atlanta",Atlanta Hustle,18,/league/game/2016-04-09-CHA-ATL,2016,2016-04-09,7:00 PM EDT,Atlanta,2,492
488,Tampa Bay Cannons,19,"Sat, 4/9 7:00 PM EDT Raleigh",Raleigh Flyers,24,/league/game/2016-04-09-JAX-RAL,2016,2016-04-09,7:00 PM EDT,Raleigh,2,491
489,Dallas Roughnecks,29,"Sat, 4/9 6:30 PM CDT Austin",Austin Sol,18,/league/game/2016-04-09-DAL-AUS,2016,2016-04-09,6:30 PM CDT,Austin,2,490
490,Minnesota Wind Chill,11,"Sat, 4/9 6:00 PM CDT Madison",Madison Radicals,25,/league/game/2016-04-09-MIN-MAD,2016,2016-04-09,6:00 PM CDT,Madison,2,488
491,Pittsburgh Thunderbirds,25,"Sat, 4/9 6:00 PM EDT Detroit",Detroit Mechanix,16,/league/game/2016-04-09-PIT-DET,2016,2016-04-09,6:00 PM EDT,Detroit,2,487
492,Ottawa Outlaws,19,"Sat, 4/9 4:00 PM EDT New York",New York Empire,24,/league/game/2016-04-09-OTT-NY,2016,2016-04-09,4:00 PM EDT,New York,2,486
493,Seattle Cascades,18,"Sat, 4/9 6:00 PM PDT San Francisco",San Francisco FlameThrowers,27,/league/game/2016-04-09-SEA-SF,2016,2016-04-09,6:00 PM PDT,San Francisco,2,489
494,Minnesota Wind Chill,17,"Sun, 4/10 1:00 PM CDT Chicago",Chicago Wildfire,11,/league/game/2016-04-10-MIN-CHI,2016,2016-04-10,1:00 PM CDT,Chicago,2,494
495,Ottawa Outlaws,17,"Sun, 4/10 1:30 PM EDT DC",DC Breeze,28,/league/game/2016-04-10-OTT-DC,2016,2016-04-10,1:30 PM EDT,DC,2,495
496,Cincinnati Revolution,19,"Fri, 4/15 7:00 PM EDT Detroit",Detroit Mechanix,20,/league/game/2016-04-15-CIN-DET,2016,2016-04-15,7:00 PM EDT,Detroit,3,496
